"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.017227582E0,7.512918115E-2,1.911905766E0,-4.111884236E-1,1.957065142E0
3.027226315E0,8.502221107E-2,2.080965519E0,-4.437087774E-1,2.129442121E0
3.037224981E0,1.239084154E-1,2.245278835E0,-4.636953473E-1,2.296006036E0
3.047223714E0,1.340387613E-1,2.309106827E0,-4.779332876E-1,2.361855405E0
3.057222447E0,1.341290772E-1,2.392190456E0,-4.935710430E-1,2.446257992E0
3.067221147E0,1.696346104E-1,2.511263847E0,-5.203390121E-1,2.570209077E0
3.077219880E0,1.517258137E-1,2.640003681E0,-5.102373362E-1,2.693136146E0
3.087218613E0,1.635525972E-1,2.687488556E0,-5.468268394E-1,2.747428576E0
3.097217346E0,1.767381579E-1,2.682329178E0,-5.446376801E-1,2.742764371E0
3.107216079E0,1.788612902E-1,2.630639553E0,-4.942829907E-1,2.682642633E0
3.117214845E0,1.681863070E-1,2.501110554E0,-4.794351459E-1,2.552194878E0
3.127213611E0,1.681999713E-1,2.431478024E0,-4.787174463E-1,2.483857283E0
3.137212377E0,1.694993675E-1,2.357106686E0,-4.632867575E-1,2.408177025E0
3.147211077E0,1.527356505E-1,2.301939487E0,-4.546878934E-1,2.351381437E0
3.157209843E0,1.656142771E-1,2.136650562E0,-4.674833417E-1,2.193454898E0
3.167560190E0,1.486781836E-1,1.966638565E0,-4.033587575E-1,2.013074945E0
3.177558890E0,1.425152123E-1,1.715303421E0,-4.392700791E-1,1.776382452E0
3.187557656E0,1.253345758E-1,1.406617165E0,-3.926530480E-1,1.465761584E0
3.197556422E0,1.148527786E-1,1.193773270E0,-3.764758110E-1,1.256988391E0
3.207555122E0,1.135500222E-1,1.007363319E0,-3.714110851E-1,1.079639134E0
3.217553888E0,8.101443946E-2,7.827100754E-1,-3.202089071E-1,8.495482009E-1
3.227552654E0,9.171900898E-2,5.078153610E-1,-3.401501775E-1,6.180541730E-1
3.237551420E0,8.116853982E-2,2.569494247E-1,-2.756711841E-1,3.854944104E-1
3.247550186E0,6.408464164E-2,-8.967018127E-2,-2.441889048E-1,2.679100668E-1
3.257548952E0,5.726290494E-2,-4.122905731E-1,-2.312322855E-1,4.761627105E-1
3.267547718E0,4.651216045E-2,-6.438961029E-1,-2.178874612E-1,6.813519782E-1
3.277546484E0,5.574388057E-2,-8.156023026E-1,-1.823731065E-1,8.376004096E-1
3.287545184E0,5.620718747E-2,-1.018385887E0,-1.510996819E-1,1.031067494E0
3.297543950E0,5.526815355E-2,-1.290541649E0,-1.381555200E-1,1.299091707E0
3.307542716E0,5.236124992E-2,-1.519579887E0,-9.390920401E-2,1.523379031E0
3.317541416E0,6.177644059E-2,-1.791749001E0,-6.894248724E-2,1.794138756E0
3.327540182E0,5.438084900E-2,-1.975358963E0,-6.811994314E-2,1.977281122E0
3.337538948E0,7.092274725E-2,-2.094382286E0,-4.161918163E-2,2.095996029E0
3.347537714E0,5.006130412E-2,-2.147104263E0,-1.158726215E-2,2.147719050E0
3.357536480E0,5.091550946E-2,-2.226504326E0,2.000904083E-2,2.227176298E0
3.367535246E0,5.173289031E-2,-2.349336624E0,4.601848125E-2,2.350356689E0
3.377534046E0,3.542414308E-2,-2.426966667E0,5.710697174E-2,2.427896884E0
3.387532946E0,4.986395687E-2,-2.523984909E0,5.381053686E-2,2.525050853E0
3.397531846E0,3.436835483E-2,-2.539739609E0,6.551820040E-2,2.540817014E0
3.407530812E0,2.305719629E-2,-2.423945427E0,7.121878862E-2,2.425101067E0
3.417529778E0,1.368701831E-2,-2.423178673E0,8.082085848E-2,2.424564750E0
3.427528711E0,-2.218150906E-2,-2.276426315E0,7.985717058E-2,2.277934581E0
3.437527711E0,-2.175510116E-2,-2.213578224E0,1.091227531E-1,2.216373077E0
3.447526777E0,-6.858254224E-2,-2.120188713E0,9.761130810E-2,2.123542256E0
3.457525777E0,-6.515534222E-2,-2.019629478E0,9.792178869E-2,2.023051439E0
3.467524843E0,-4.947561398E-2,-1.818499565E0,6.504839659E-2,1.820335079E0
3.477523909E0,-8.356215060E-2,-1.535947800E0,4.929685593E-2,1.539008920E0
3.487522975E0,-8.336107433E-2,-1.298855782E0,1.960992813E-2,1.301675827E0
3.497522041E0,-1.015218794E-1,-1.095239639E0,1.936918497E-2,1.100105324E0
3.507521107E0,-1.016116813E-1,-8.772115707E-1,1.231199503E-2,8.831628722E-1
3.517520173E0,-8.652012795E-2,-6.663732529E-1,5.398929119E-3,6.719882388E-1
3.527519239E0,-1.137270629E-1,-4.315471649E-1,-3.582298756E-3,4.462954551E-1
3.537518239E0,-1.044300944E-1,-1.392507553E-1,-2.714395523E-3,1.740798248E-1
3.547517305E0,-1.093468741E-1,1.869449615E-1,-3.683125973E-2,2.196854552E-1
3.557516371E0,-8.566299826E-2,4.986495972E-1,-4.101949930E-2,5.076141934E-1
3.567515371E0,-8.629947156E-2,7.192935944E-1,-5.123198032E-2,7.262613782E-1
3.577514437E0,-6.111768261E-2,9.805374146E-1,-8.418220282E-2,9.860403824E-1
3.587513503E0,-5.353986844E-2,1.162696838E0,-1.084267497E-1,1.168968270E0
3.597512569E0,-4.945347458E-2,1.383126259E0,-1.018705368E-1,1.387754121E0
3.607511635E0,-3.443001956E-2,1.684876442E0,-1.274988055E-1,1.690044377E0
3.617510701E0,-3.270831332E-2,1.933901310E0,-1.392323971E-1,1.939182758E0
3.627509767E0,-2.252594009E-2,2.111040115E0,-1.707305312E-1,2.118052573E0
3.637508833E0,-2.069309726E-2,2.245086193E0,-1.832138896E-1,2.252644568E0
3.647507833E0,-3.666267544E-2,2.340854168E0,-1.952834725E-1,2.349271807E0
3.657506899E0,-5.074914172E-2,2.405493259E0,-1.975083947E-1,2.414121551E0
3.667505932E0,-4.567322880E-2,2.498901367E0,-1.993447542E-1,2.507255954E0
3.677504898E0,-5.002067983E-2,2.637826443E0,-2.008388638E-1,2.645933986E0
3.687503831E0,-6.378945708E-2,2.697755814E0,-2.044616938E-1,2.706244651E0
3.697502697E0,-4.813516140E-2,2.657143593E0,-2.078762054E-1,2.665697204E0
3.707501497E0,-7.766696066E-2,2.595051765E0,-2.151876688E-1,2.605116419E0
3.717500330E0,-7.279686630E-2,2.513870716E0,-2.120043635E-1,2.523844530E0
3.727499130E0,-8.618402481E-2,2.408856392E0,-1.885256767E-1,2.417759031E0
3.737497930E0,-7.217822969E-2,2.318225861E0,-1.932531595E-1,2.327386436E0
3.747496663E0,-6.467925012E-2,2.263588428E0,-1.540511250E-1,2.269746181E0
3.757495396E0,-6.615385413E-2,2.129931450E0,-1.435735226E-1,2.135789706E0
3.767494129E0,-7.893230021E-2,1.907686710E0,-9.953820705E-2,1.911911804E0
3.777492862E0,-7.377068698E-2,1.699795723E0,-8.703535795E-2,1.703620488E0
3.787491528E0,-5.198489130E-2,1.417829514E0,-3.580760956E-2,1.419233999E0
3.797490261E0,-6.477993727E-2,1.186143875E0,-2.273690701E-2,1.188129075E0
3.807488994E0,-5.971059203E-2,1.009564400E0,7.225215435E-3,1.011354456E0
3.817487660E0,-4.806114361E-2,8.161792755E-1,1.771235466E-2,8.177849417E-1
3.827486393E0,-3.557816520E-2,5.724887848E-1,3.957176208E-2,5.749566409E-1
3.837485159E0,-3.224851191E-2,2.305555344E-1,7.984590530E-2,2.461121483E-1
3.847483925E0,-2.148702554E-2,-3.720760345E-2,1.169358492E-1,1.245796566E-1
3.857482691E0,-1.306574512E-2,-3.744611740E-1,1.220821738E-1,3.940760608E-1
3.867481457E0,-1.173551939E-2,-6.040554047E-1,1.714574695E-1,6.280273228E-1
3.877480223E0,3.802826628E-3,-7.618904114E-1,1.576146483E-1,7.780320288E-1
3.887478989E0,1.208206825E-2,-9.916296005E-1,1.832877398E-1,1.008498704E0
3.897477689E0,-3.772577271E-3,-1.245397568E0,1.959022284E-1,1.260716866E0
3.907476455E0,3.863689490E-3,-1.480044365E0,1.980633736E-1,1.493243232E0
3.917475221E0,1.411691308E-3,-1.733952522E0,2.202641964E-1,1.747887198E0
3.927473921E0,-1.407675445E-3,-1.935234070E0,2.179296613E-1,1.947466617E0
3.937472687E0,9.803380817E-3,-2.076689720E0,2.149507403E-1,2.087807491E0
3.947471453E0,1.597688347E-2,-2.131967545E0,2.262217402E-1,2.143995603E0
3.957470153E0,2.673347294E-2,-2.235143661E0,2.038508654E-1,2.244579480E0
3.967468919E0,1.352510415E-2,-2.369402885E0,2.226840854E-1,2.379882595E0
3.977467685E0,2.958849072E-3,-2.462956429E0,2.177892327E-1,2.472568558E0
3.987466451E0,4.765532911E-3,-2.522977829E0,2.250747681E-1,2.533001873E0
3.997465217E0,1.922309771E-2,-2.525518417E0,2.496258020E-1,2.537897919E0
4.007463983E0,2.230812982E-2,-2.484949112E0,2.289420366E-1,2.495572920E0
4.017462749E0,2.650141716E-2,-2.339015007E0,2.421943545E-1,2.351669967E0
4.027461515E0,3.374393284E-2,-2.262525558E0,2.407788634E-1,2.275551585E0
4.037460215E0,5.768222362E-2,-2.207989693E0,2.355196476E-1,2.221264331E0
4.047458981E0,3.865801543E-2,-2.117538452E0,2.062340379E-1,2.127908837E0
4.057457747E0,3.915186226E-2,-1.976820946E0,2.008435130E-1,1.987383213E0
4.067456447E0,6.386610121E-2,-1.819369316E0,1.832938790E-1,1.829694027E0
4.077455213E0,6.434036791E-2,-1.532635689E0,1.799665689E-1,1.544506330E0
4.087453979E0,8.618921787E-2,-1.269912720E0,1.424497962E-1,1.280780559E0
4.097452745E0,8.591821790E-2,-1.040732384E0,1.140348911E-1,1.050480743E0
4.107451511E0,9.471052140E-2,-8.690700531E-1,8.983939886E-2,8.788196389E-1
4.117450277E0,9.331841022E-2,-6.375703812E-1,4.615938663E-2,6.460147100E-1
4.127449043E0,1.054122448E-1,-3.869409561E-1,2.619367838E-2,4.018969441E-1
4.137447776E0,1.138503999E-1,-3.879175186E-1,1.423203945E-2,4.045299318E-1
4.147446442E0,1.287039071E-1,2.431068420E-1,-6.079596281E-2,2.817122316E-1
4.157445175E0,1.285195649E-1,5.125722885E-1,-1.097463965E-1,5.397146478E-1
4.167443908E0,1.396528035E-1,7.149620056E-1,-1.398097277E-1,7.417683836E-1
4.177442574E0,1.405700594E-1,9.484376907E-1,-1.677355170E-1,9.733597477E-1
4.187441307E0,1.481581032E-1,1.141231537E0,-2.264196277E-1,1.172870876E0
4.197440040E0,1.340410262E-1,1.369954109E0,-2.032025456E-1,1.391413861E0
4.207438706E0,1.364661306E-1,1.651374817E0,-2.752180696E-1,1.679704372E0
4.217437439E0,1.509160995E-1,1.894546032E0,-2.891294360E-1,1.922414151E0
4.227436172E0,1.821181029E-1,2.109037876E0,-2.948057055E-1,2.137315646E0
4.237434905E0,1.702710837E-1,2.191912174E0,-3.475816846E-1,2.225822151E0
4.247433671E0,1.704673320E-1,2.279655457E0,-3.419698477E-1,2.311456573E0
4.257432437E0,1.555935144E-1,2.402877331E0,-3.410770893E-1,2.431946214E0
4.267431203E0,1.420658529E-1,2.494928837E0,-3.330658078E-1,2.521068313E0
4.277429969E0,1.440702677E-1,2.603686810E0,-3.253901005E-1,2.627892685E0
4.287428669E0,1.517589837E-1,2.664491653E0,-3.132555485E-1,2.687131482E0
4.297427435E0,1.238951162E-1,2.672532082E0,-3.113875389E-1,2.693462442E0
4.307426201E0,1.208314896E-1,2.589568615E0,-3.120698929E-1,2.611101966E0
4.317424901E0,1.283689737E-1,2.510262966E0,-3.029705286E-1,2.531736537E0
4.327423667E0,1.213420630E-1,2.414256573E0,-2.764628530E-1,2.433061940E0
4.337422433E0,1.403193027E-1,2.335092068E0,-2.848081589E-1,2.356578061E0
4.347421199E0,1.636615992E-1,2.258360863E0,-2.782653570E-1,2.281317714E0
4.357419965E0,1.673353314E-1,2.152964115E0,-2.832507491E-1,2.177954678E0
4.367418731E0,1.606972069E-1,1.942244053E0,-2.733182907E-1,1.967952855E0
4.377417497E0,1.601552814E-1,1.698098183E0,-2.483941317E-1,1.723626061E0
4.387416263E0,1.633003652E-1,1.453997612E0,-2.299702764E-1,1.481101750E0
4.397414963E0,1.581134647E-1,1.241117477E0,-2.228626609E-1,1.270842329E0
4.407413729E0,1.514611691E-1,9.995594025E-1,-1.959503889E-1,1.029784463E0
4.417412495E0,1.485037804E-1,9.999008179E-1,-1.923281550E-1,1.029002010E0
4.427411195E0,1.371655911E-1,5.765247345E-1,-1.545322537E-1,6.124339853E-1
4.437409961E0,1.388258487E-1,2.562141418E-1,-1.107052565E-1,3.117273754E-1
4.447408727E0,1.251814365E-1,-5.207920074E-2,-9.736925364E-2,1.669233559E-1
4.457407493E0,9.667071700E-2,-3.172149658E-1,-8.086150885E-2,3.413343605E-1
4.467406293E0,8.452157676E-2,-5.942840576E-1,-2.789384127E-2,6.009122269E-1
4.477405126E0,7.443293929E-2,-7.970867157E-1,-2.718240023E-2,8.010158411E-1
4.487403959E0,7.612893730E-2,-9.974975586E-1,7.465004921E-3,1.000426270E0
4.497402859E0,4.672303051E-2,-1.226601601E0,4.744333029E-2,1.228407668E0
4.507401759E0,3.901552409E-2,-1.520368576E0,8.740365505E-2,1.523378553E0
4.517400659E0,2.929484844E-2,-1.761464119E0,1.225999594E-1,1.765968511E0
4.527399559E0,1.292355731E-2,-1.952321053E0,1.170712113E-1,1.955870696E0
4.537398392E0,6.122887135E-5,-2.104915619E0,1.421843171E-1,2.109712337E0
4.547397258E0,-2.457402647E-3,-2.171353340E0,1.883944869E-1,2.179512296E0
4.557396124E0,-4.083469510E-3,-2.223489761E0,1.838093400E-1,2.231078050E0
4.567394924E0,1.054389775E-2,-2.345230103E0,2.031228542E-1,2.354033624E0
4.577393790E0,2.083966509E-3,-2.464676857E0,2.066051364E-1,2.473322064E0
4.587392656E0,1.079458464E-2,-2.495632172E0,1.969134212E-1,2.503411943E0
4.597391522E0,9.996494278E-3,-2.502696991E0,1.960805058E-1,2.510386369E0
4.607390388E0,-3.104103729E-3,-2.447566986E0,1.849781871E-1,2.454548984E0
4.617389254E0,3.150046989E-2,-2.330173492E0,1.882983446E-1,2.337981405E0
4.627388120E0,2.910480369E-3,-2.210407257E0,1.698051095E-1,2.216921850E0
4.637386986E0,3.117693122E-4,-2.162477493E0,1.704548001E-1,2.169185065E0
4.647385786E0,-7.370091043E-4,-2.104958534E0,1.520756483E-1,2.110444971E0
4.657384652E0,-1.642645337E-2,-1.968404770E0,1.413113475E-1,1.973538969E0
4.667383518E0,-2.247596346E-2,-1.769572258E0,1.403667927E-1,1.775272932E0
4.677382318E0,-1.887413859E-2,-1.522873878E0,1.467164755E-1,1.530041440E0
4.687381184E0,-4.150880128E-2,-1.283370018E0,1.217752695E-1,1.289802621E0
4.697380050E0,-4.940371960E-2,-1.024713516E0,9.656095505E-2,1.030438031E0
4.707378916E0,-7.125511765E-2,-8.618412018E-1,1.002120972E-1,8.705687872E-1
4.717377782E0,-6.594707817E-2,-6.870164871E-1,7.954466343E-2,6.947431354E-1
4.727376648E0,-6.697225571E-2,-3.972663879E-1,6.849336624E-2,4.086529178E-1
4.737375514E0,-6.253697723E-2,-1.242733002E-1,5.254036188E-2,1.487118566E-1
4.747374380E0,-5.269530416E-2,2.181482315E-1,2.458679676E-2,2.257652687E-1
4.757373180E0,-6.903371960E-2,4.983072281E-1,1.791644096E-2,5.033852867E-1
4.767372013E0,-5.863646418E-2,7.425260544E-1,-8.227109909E-3,7.448831195E-1
4.777370813E0,-6.731741875E-2,9.292716980E-1,-1.310527325E-2,9.317989438E-1
4.787369546E0,-8.035174012E-2,1.118358612E0,-4.019707441E-2,1.121961761E0
4.797368279E0,-6.378295273E-2,1.384046555E0,-3.163659573E-2,1.385876619E0
4.807367012E0,-5.614771321E-2,1.628144264E0,-5.499035120E-2,1.630039953E0
4.817365678E0,-5.510872602E-2,1.864990234E0,-1.007410288E-1,1.868521956E0
4.827364411E0,-6.541187316E-2,2.106641293E0,-1.153492928E-1,2.110810676E0
4.837363144E0,-3.205255046E-2,2.209414005E0,-1.397946477E-1,2.214064172E0
4.847361877E0,-3.463131189E-2,2.278681755E0,-1.541960835E-1,2.284155490E0
4.857360610E0,-2.569171041E-2,2.403071404E0,-1.559839845E-1,2.408265608E0
4.867359376E0,-2.463080361E-2,2.493969917E0,-1.596362591E-1,2.499195142E0
4.877358142E0,-1.693184674E-2,2.587301254E0,-1.914871931E-1,2.594432850E0
4.887356908E0,-3.857442737E-2,2.673516750E0,-1.624151468E-1,2.678723293E0
4.897355608E0,-5.514584109E-2,2.678331375E0,-1.810551286E-1,2.685010424E0
4.907354374E0,-5.441314355E-2,2.678389549E0,-1.802845597E-1,2.685001656E0
4.917353140E0,-4.366056994E-2,2.479780674E0,-1.645287871E-1,2.485616253E0
4.927351840E0,-3.492350131E-2,2.398496628E0,-1.411843896E-1,2.402902153E0
4.937350606E0,-3.562354296E-2,2.348356247E0,-1.466326118E-1,2.353199359E0
4.947349372E0,-3.628003225E-2,2.233572960E0,-1.398302913E-1,2.238239692E0
4.957348138E0,-2.698065341E-2,2.133212090E0,-1.395728588E-1,2.137943488E0
4.967346904E0,-1.777538285E-2,1.949061394E0,-1.031264663E-1,1.951868681E0
4.977345670E0,-1.605045795E-2,1.671535492E0,-7.161241770E-2,1.673145797E0
4.987344436E0,-3.601253778E-2,1.432251930E0,-3.815549612E-2,1.433212593E0
4.997343202E0,-4.132840037E-2,1.233657837E0,-2.923429012E-2,1.234696051E0
5.007341902E0,-3.172858059E-2,9.847602844E-1,-2.303308249E-2,9.855404829E-1
5.017340668E0,-4.082790762E-2,8.004713058E-1,2.345430851E-2,8.018549333E-1
5.027339434E0,-3.982318565E-2,5.706357956E-1,4.262709618E-2,5.736097686E-1
5.037338134E0,-2.841894329E-2,2.401590347E-1,7.738852501E-2,2.539153050E-1
5.047336900E0,-1.660816744E-2,-8.083820343E-2,7.264637947E-2,1.099460905E-1
5.057335666E0,-3.031520545E-2,-3.683900833E-1,8.826363087E-2,3.800272802E-1
5.067334366E0,-7.431246340E-3,-5.769681931E-1,1.057146192E-1,5.866200644E-1
5.077333132E0,-1.265124884E-3,-7.927904129E-1,1.153288484E-1,8.011360575E-1
5.087331898E0,1.954492182E-4,-1.006239891E0,1.028965712E-1,1.011487252E0
5.097330664E0,-8.802898228E-4,-1.229290962E0,1.192905307E-1,1.235065697E0
5.107329430E0,1.855805889E-2,-1.476017952E0,1.418031454E-1,1.482930048E0
5.117328196E0,2.150682732E-2,-1.749156952E0,1.419332623E-1,1.755037788E0
5.127326962E0,2.949811891E-2,-1.926581383E0,1.533043981E-1,1.932896325E0
5.137325728E0,1.862425730E-2,-2.056144714E0,1.451476812E-1,2.061345628E0
5.147324428E0,4.162913561E-2,-2.149859428E0,1.411546469E-1,2.154890526E0
5.157323194E0,5.264569074E-2,-2.219656944E0,1.417326331E-1,2.224800364E0
5.167321927E0,7.807086408E-2,-2.320624352E0,1.441655159E-1,2.326408420E0
5.177320593E0,7.688107342E-2,-2.443170547E0,1.559531093E-1,2.449349790E0
5.187319326E0,8.242197335E-2,-2.505865097E0,1.508460045E-1,2.511753926E0
5.197318059E0,9.462138265E-2,-2.484787941E0,9.299784899E-2,2.488327333E0
5.207316792E0,1.086378545E-1,-2.430154800E0,1.550642252E-1,2.437519118E0
5.217315525E0,7.908625156E-2,-2.349199295E0,1.262642741E-1,2.353918994E0
5.227314258E0,8.758614957E-2,-2.251463890E0,1.142341495E-1,2.256060820E0
5.237312991E0,8.476415277E-2,-2.172392845E0,1.453420520E-1,2.178898792E0
5.247311724E0,8.269676566E-2,-2.131708145E0,1.061320305E-1,2.135949995E0
5.257310390E0,9.089475870E-2,-1.980925560E0,1.216023564E-1,1.986734775E0
5.267309123E0,8.789557964E-2,-1.779971123E0,1.024220586E-1,1.785080701E0
5.277307889E0,7.583923638E-2,-1.555126190E0,9.438723326E-2,1.559832686E0
5.287306589E0,6.699548662E-2,-1.330376625E0,7.098120451E-2,1.333952282E0
5.297305355E0,7.309694588E-2,-1.031463623E0,4.451197386E-2,1.035008060E0
5.307304121E0,7.736206055E-2,-8.642969131E-1,2.220565081E-2,8.680363664E-1
5.317302821E0,8.915369213E-2,-6.636533737E-1,4.185676575E-3,6.696280319E-1
5.327301587E0,7.971073687E-2,-4.342994690E-1,-3.318029642E-2,4.427987832E-1
5.337300353E0,8.736293018E-2,-1.426858902E-1,-5.838018656E-2,1.771998618E-1
5.347299119E0,1.066506952E-1,1.769084930E-1,-1.081220508E-1,2.331552349E-1
5.357297885E0,1.093153134E-1,4.725103378E-1,-1.414241791E-1,5.051897223E-1
5.367296651E0,1.311350018E-1,7.081813812E-1,-1.969117522E-1,7.466535311E-1
5.377295417E0,1.337958276E-1,9.246311188E-1,-2.335348725E-1,9.630070436E-1
5.387294183E0,1.505750269E-1,1.085982323E0,-2.582382560E-1,1.126373580E0
5.397292883E0,1.719449461E-1,1.379008293E0,-2.874575257E-1,1.419105622E0
5.407291649E0,1.976910084E-1,1.643309593E0,-3.212168813E-1,1.686039276E0
5.417290415E0,1.968063414E-1,1.852555752E0,-3.784320354E-1,1.901027710E0
5.427289115E0,2.147374153E-1,2.085799694E0,-3.846225142E-1,2.131808387E0
5.437287881E0,1.836414337E-1,2.194780827E0,-3.951816559E-1,2.237622755E0
5.447286647E0,1.747363210E-1,2.270213604E0,-3.817288280E-1,2.308705154E0
5.457285413E0,1.759375930E-1,2.350405216E0,-3.849470019E-1,2.388209143E0
5.467284179E0,1.558770835E-1,2.502419472E0,-3.760904670E-1,2.535319490E0
5.477282945E0,1.478168964E-1,2.582603455E0,-3.739386797E-1,2.613717769E0
5.487281711E0,1.497201622E-1,2.648395538E0,-3.431597948E-1,2.674728715E0
5.497280477E0,1.397073120E-1,2.649461746E0,-3.370040059E-1,2.674460203E0
5.507279210E0,1.249091178E-1,2.597782135E0,-3.456679881E-1,2.623654068E0
5.517278010E0,1.183282733E-1,2.492003918E0,-3.384180665E-1,2.517660004E0
5.527276910E0,1.280175298E-1,2.388713360E0,-3.300651908E-1,2.414804968E0
5.537275810E0,1.203620508E-1,2.352551460E0,-3.135759830E-1,2.376408065E0
5.547274776E0,1.361068785E-1,2.254240990E0,-3.174284697E-1,2.280545627E0
5.557273776E0,1.345116347E-1,2.110554218E0,-3.105354309E-1,2.137513682E0
5.567272742E0,1.419934481E-1,1.928637981E0,-3.074766994E-1,1.958149260E0
5.577271742E0,1.294550896E-1,1.672673225E0,-2.691541910E-1,1.699128694E0
5.587270808E0,1.281384528E-1,1.411979675E0,-2.467806339E-1,1.439099284E0
5.597269874E0,1.117912680E-1,1.223238945E0,-2.424122095E-1,1.252028148E0
5.607268940E0,1.091208905E-1,1.032176018E0,-1.987550855E-1,1.056786773E0
5.617268006E0,1.176611185E-1,8.052825928E-1,-1.565921307E-1,8.287612976E-1
5.627267072E0,1.087964028E-1,5.592756271E-1,-1.497240067E-1,5.891036942E-1
5.637266138E0,9.720219672E-2,2.750349045E-1,-1.205779314E-1,3.156445838E-1
5.647265138E0,7.573511451E-2,-4.508018494E-2,-7.640498877E-2,1.166437009E-1
5.657264204E0,8.755612373E-2,-3.555965424E-1,-3.898268938E-2,3.682860652E-1
5.667263270E0,7.541158050E-2,-5.559368134E-1,-3.697478771E-2,5.622453040E-1
5.677262270E0,6.319690496E-2,-7.370958328E-1,-1.055115461E-2,7.398752884E-1
5.687261336E0,6.009520963E-2,-9.996538162E-1,1.626801491E-2,1.001590652E0
5.697260402E0,5.420293659E-2,-1.204744339E0,4.320049286E-2,1.206736576E0
5.707259468E0,4.780651256E-2,-1.464888573E0,8.474528790E-2,1.468116398E0
5.717258534E0,4.339139909E-2,-1.710709572E0,1.092835665E-1,1.714745739E0
5.727257600E0,3.130538762E-2,-1.920633316E0,1.383224130E-1,1.925862262E0
5.737256666E0,1.664681733E-2,-2.020466805E0,1.383757591E-1,2.025268149E0
5.747255732E0,-5.255656317E-3,-2.129912376E0,1.691886187E-1,2.136627984E0
5.757254732E0,-1.851655729E-2,-2.227575302E0,1.857466698E-1,2.235382834E0
5.767253798E0,-6.449395791E-3,-2.322939873E0,1.914577484E-1,2.330825458E0
5.777252864E0,-7.813231088E-3,-2.415968895E0,1.988084912E-1,2.424147595E0
5.787251864E0,-3.243972361E-2,-2.489946365E0,2.071231604E-1,2.498756739E0
5.797250930E0,-2.984364331E-2,-2.489738464E0,2.101933360E-1,2.498773600E0
5.807249963E0,-2.211385220E-2,-2.403345108E0,2.058543563E-1,2.412246411E0
5.817248929E0,-4.056618363E-2,-2.328948975E0,2.061347365E-1,2.338405540E0
5.827247862E0,-2.762435935E-2,-2.252165794E0,1.894800663E-1,2.260291257E0
5.837246728E0,-3.618512303E-2,-2.165831566E0,2.037449479E-1,2.175694771E0
5.847245594E0,-4.932078719E-2,-2.089093208E0,1.985549927E-1,2.099087196E0
5.857244427E0,-5.238280818E-2,-1.986027718E0,1.809504628E-1,1.994941885E0
5.867243227E0,-6.698569655E-2,-1.756077766E0,1.706942320E-1,1.765625307E0
5.877242027E0,-4.487221316E-2,-1.509366035E0,1.436793804E-1,1.516853028E0
5.887240760E0,-4.406052828E-2,-1.274622917E0,1.453081369E-1,1.283635215E0
5.897239426E0,-4.082651809E-2,-1.063841820E0,1.227502227E-1,1.071678048E0
5.907238159E0,-3.281155229E-2,-8.506727219E-1,1.239650249E-1,8.602836771E-1
5.917236892E0,-3.937119991E-2,-6.351222992E-1,9.623783827E-2,6.435776160E-1
5.927235558E0,-4.368095845E-2,-4.219961166E-1,7.555532455E-2,4.309261603E-1
5.937234291E0,-2.436360158E-2,-1.010951996E-1,6.943076849E-2,1.250378186E-1
5.947233024E0,-3.209142014E-2,2.149791718E-1,5.567371845E-2,2.243779545E-1
5.957231757E0,-3.592676297E-2,4.663763046E-1,5.119282007E-2,4.705510542E-1
5.967230490E0,-4.508811980E-2,7.273044586E-1,1.741737127E-2,7.289088276E-1
5.977229223E0,-5.464315042E-2,9.403333664E-1,1.685142517E-2,9.420704243E-1
5.987227956E0,-8.560842276E-2,1.098230362E0,-8.428573608E-3,1.101594195E0
5.997226722E0,-7.454473525E-2,1.347107887E0,-1.715481281E-2,1.349277905E0
6.007225422E0,-9.107720852E-2,1.612721443E0,-4.071891308E-2,1.615804302E0
6.017224188E0,-6.557050347E-2,1.871145248E0,-6.460803747E-2,1.873408186E0
6.027222954E0,-6.329166144E-2,2.048135757E0,-9.597831964E-2,2.051359976E0
6.037221654E0,-6.074570864E-2,2.177269936E0,-1.150875688E-1,2.181155557E0
6.047220420E0,-5.098302662E-2,2.282489300E0,-1.171798706E-1,2.286063821E0
6.057219186E0,-7.251717895E-2,2.342231750E0,-1.210569143E-1,2.346478871E0
6.067217886E0,-7.472440600E-2,2.423556328E0,-1.198139191E-1,2.427666449E0
6.077216652E0,-1.004386246E-1,2.569569588E0,-1.396453977E-1,2.575320683E0
6.087215418E0,-6.516842544E-2,2.622240067E0,-1.327305436E-1,2.626405774E0
6.097214184E0,-8.860036731E-2,2.603085041E0,-1.400637627E-1,2.608355730E0
6.107212950E0,-8.699359000E-2,2.571977139E0,-1.427069306E-1,2.577401706E0
6.117211716E0,-7.957038283E-2,2.473818779E0,-1.214643121E-1,2.478076749E0
6.127210482E0,-4.760645702E-2,2.363693714E0,-1.100006104E-1,2.366730759E0
6.137209248E0,-4.812171310E-2,2.313763618E0,-1.167910099E-1,2.317209080E0
6.147207948E0,-3.611264005E-2,2.247070312E0,-1.020863652E-1,2.249677919E0
6.157206714E0,-5.959010869E-2,2.110936165E0,-9.693276882E-2,2.114000576E0
6.167205480E0,-4.453033954E-2,1.938899517E0,-3.214514256E-2,1.939677189E0
