"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.096067778E0,9.509813786E-2,2.712831497E-1,3.492724895E-2,2.895826581E-1
3.106067811E0,1.107446253E-1,4.050064087E-1,3.174728155E-2,4.210729782E-1
3.116067811E0,1.283928752E-1,5.267229080E-1,2.555757761E-2,5.427475859E-1
3.126067811E0,1.553699970E-1,6.412286758E-1,-1.862049103E-4,6.597833625E-1
3.136067811E0,1.630079746E-1,7.604999542E-1,-7.193624973E-3,7.778068709E-1
3.146067777E0,1.630615294E-1,8.773670197E-1,-1.699632406E-2,8.925529814E-1
3.156067777E0,1.722572148E-1,9.822301865E-1,-3.162622452E-3,9.972254958E-1
3.166067810E0,2.146538198E-1,1.053574562E0,-7.331907749E-2,1.077715782E0
3.176067810E0,2.230767608E-1,1.053097725E0,-7.418417931E-2,1.079018699E0
3.186067810E0,2.429298759E-1,1.222621918E0,-6.080168486E-2,1.248004857E0
3.195445037E0,2.308178842E-1,1.284449577E0,-7.593423128E-2,1.307231280E0
3.205445070E0,2.463645935E-1,1.320025444E0,-8.834278584E-2,1.345721789E0
3.215445103E0,2.419935167E-1,1.362847328E0,-1.459140778E-1,1.391834983E0
3.225445103E0,2.511537075E-1,1.369829178E0,-9.056115150E-2,1.395604343E0
3.235445069E0,2.641551197E-1,1.367282867E0,-9.718221426E-2,1.395952990E0
3.245445035E0,2.548171878E-1,1.369616508E0,-1.271480918E-1,1.398909510E0
3.255445068E0,2.758494020E-1,1.321749687E0,-9.901952744E-2,1.353853757E0
3.265445068E0,2.696125209E-1,1.293135643E0,-1.135290265E-1,1.325812786E0
3.275445068E0,2.722378671E-1,1.235839844E0,-1.107630730E-1,1.270307850E0
3.285445068E0,2.548149526E-1,1.190631866E0,-1.122304201E-1,1.222755318E0
3.295445068E0,2.368466258E-1,1.121504784E0,-9.908360243E-2,1.150515912E0
3.305445034E0,2.421486080E-1,1.026097298E0,-1.072064638E-1,1.059719226E0
3.315445067E0,2.273275554E-1,9.211626053E-1,-9.596765041E-2,9.536394249E-1
3.325445067E0,2.238955200E-1,8.234691620E-1,-7.023870945E-2,8.562500458E-1
3.335445067E0,2.247955203E-1,6.874704361E-1,-5.665063858E-2,7.255052869E-1
3.345445033E0,2.107559443E-1,6.017694473E-1,-4.791712761E-2,6.394064333E-1
3.355444999E0,1.890918612E-1,4.801397324E-1,-3.010165691E-2,5.169100544E-1
3.365445032E0,1.791189611E-1,3.393487930E-1,-2.469062805E-2,3.845137614E-1
3.375445032E0,1.616598666E-1,2.105102539E-1,-3.412580490E-2,2.676061472E-1
3.385445032E0,1.678283513E-1,7.681941986E-2,-6.164371967E-3,1.846769564E-1
3.395444998E0,1.618219018E-1,7.717227936E-2,-5.400955677E-3,1.793629252E-1
3.405444998E0,1.365148425E-1,-1.835098267E-1,-6.591677666E-4,2.287194640E-1
3.415445031E0,1.254201531E-1,-3.149538040E-1,1.500594616E-2,3.393394936E-1
3.425445031E0,1.190294325E-1,-4.249067307E-1,8.386671543E-3,4.413434851E-1
3.435445031E0,9.334880114E-2,-5.564346313E-1,2.275997400E-2,5.646693847E-1
3.445445031E0,9.156602621E-2,-6.664619446E-1,1.281118393E-2,6.728446977E-1
3.455444997E0,8.255869150E-2,-7.597150803E-1,3.146332502E-2,7.648351989E-1
3.465444963E0,7.598423958E-2,-8.553724289E-1,7.161200047E-3,8.587705628E-1
3.475444996E0,6.682321429E-2,-9.294672012E-1,2.381891012E-2,9.321705641E-1
3.485444996E0,4.800531268E-2,-1.008333206E0,4.070281982E-2,1.010295543E0
3.495444996E0,7.674553990E-2,-1.082356453E0,4.855847359E-2,1.086159884E0
3.505444962E0,4.298865795E-2,-1.125227928E0,3.770947456E-2,1.126680043E0
3.515444962E0,3.509944677E-2,-1.158482552E0,5.845427513E-2,1.160487267E0
3.525444995E0,2.209493518E-2,-1.179726601E0,6.513613462E-2,1.181729984E0
3.535444995E0,1.129704714E-2,-1.186578751E0,7.221025229E-2,1.188827605E0
3.545444995E0,9.903401136E-3,-1.174273491E0,9.857469797E-2,1.178445281E0
3.555444961E0,-1.079624891E-2,-1.154789925E0,8.412432671E-2,1.157900355E0
3.565444994E0,-1.970127225E-2,-1.144892693E0,8.157575130E-2,1.147964294E0
3.575444994E0,-2.398556471E-2,-1.082331657E0,8.868664503E-2,1.086223939E0
3.585444994E0,-2.361240983E-2,-1.043717384E0,8.836632967E-2,1.047717582E0
3.595444994E0,-4.749852419E-2,-9.620227814E-1,9.500384331E-2,9.678686233E-1
3.605444994E0,-4.524722695E-2,-8.875093460E-1,1.062480211E-1,8.949909456E-1
3.615444960E0,-5.500507355E-2,-8.154306412E-1,1.054647565E-1,8.240603762E-1
3.625444993E0,-4.807657003E-2,-7.026939392E-1,9.677857161E-2,7.109544435E-1
3.635445026E0,-6.510365009E-2,-6.019439697E-1,8.307349682E-2,6.111270194E-1
3.645445026E0,-7.478609681E-2,-4.964427948E-1,9.551203251E-2,5.110488794E-1
3.655445026E0,-7.472938299E-2,-3.766231537E-1,7.896840572E-2,3.920019001E-1
3.665444992E0,-8.861145377E-2,-2.496442795E-1,7.153785229E-2,2.743937323E-1
3.675445025E0,-8.552983403E-2,-1.155471802E-1,4.457896948E-2,1.505117533E-1
3.685445025E0,-8.441427350E-2,-5.422592163E-3,2.685809135E-2,8.874982337E-2
3.695445025E0,-7.823406160E-2,1.477756500E-1,2.108997107E-2,1.685318902E-1
3.705444991E0,-1.004397124E-1,2.674388885E-1,1.526051760E-2,2.860849146E-1
3.715444957E0,-1.059035063E-1,3.942594528E-1,2.106130123E-3,4.082407434E-1
3.725444990E0,-1.062874198E-1,5.258884430E-1,-2.508538961E-2,5.371079471E-1
3.735444990E0,-8.494605124E-2,6.240234375E-1,-2.075737715E-2,6.301205844E-1
3.745444990E0,-9.438453615E-2,7.340822220E-1,-5.004858971E-2,7.418153481E-1
3.755444990E0,-1.060936749E-1,8.465623856E-1,-5.516964197E-2,8.549663326E-1
3.765444990E0,-1.058080047E-1,9.470682144E-1,-7.458156347E-2,9.558744406E-1
3.775444956E0,-1.076996326E-1,1.030805588E0,-8.194261789E-2,1.039650885E0
3.785444989E0,-1.213322729E-1,1.102560043E0,-8.684444427E-2,1.112610501E0
3.795444989E0,-1.108145118E-1,1.191067696E0,-1.062136889E-1,1.200917757E0
3.805444989E0,-1.240965128E-1,1.238877296E0,-1.279619932E-1,1.251635399E0
3.815444955E0,-1.273316145E-1,1.265100479E0,-1.330772042E-1,1.278437368E0
3.825444955E0,-1.447000355E-1,1.315264702E0,-1.525714993E-1,1.331967492E0
3.835444988E0,-1.476450115E-1,1.327109337E0,-1.599746943E-1,1.344845770E0
3.845444988E0,-1.263430566E-1,1.327000618E0,-1.768835187E-1,1.344686204E0
3.855444988E0,-1.669270396E-1,1.314933777E0,-1.696310639E-1,1.336297187E0
3.865444954E0,-1.664853692E-1,1.269357681E0,-1.859210134E-1,1.293658736E0
3.875444987E0,-1.728767306E-1,1.257308006E0,-2.019250393E-1,1.285100583E0
3.885445020E0,-1.980358660E-1,1.190223694E0,-2.104586959E-1,1.224803457E0
3.895445020E0,-1.961588562E-1,1.139884949E0,-2.068012357E-1,1.174982019E0
3.905445020E0,-1.793165356E-1,1.058447838E0,-1.835967302E-1,1.089116158E0
3.915445020E0,-2.022995055E-1,9.770402908E-1,-1.982271075E-1,1.017264374E0
3.925444986E0,-2.221200466E-1,8.621101379E-1,-1.815771461E-1,9.085931240E-1
3.935444986E0,-1.999429464E-1,7.639760971E-1,-2.003414631E-1,8.147228735E-1
3.945445019E0,-2.152849138E-1,6.634693146E-1,-1.922964454E-1,7.235447798E-1
3.955445019E0,-2.201862931E-1,5.390205383E-1,-1.863253713E-1,6.113446560E-1
3.965445019E0,-2.027426213E-1,4.265737534E-1,-1.656017303E-1,5.004934272E-1
3.975444985E0,-1.988299787E-1,4.266529083E-1,-1.637791991E-1,4.983870892E-1
3.985445018E0,-2.157212794E-1,1.753454208E-1,-1.354168057E-1,3.092238643E-1
3.995445051E0,-2.223525792E-1,5.095767975E-2,-1.329974532E-1,2.640562008E-1
4.005445051E0,-2.138941735E-1,-6.387710571E-2,-1.209519506E-1,2.538904812E-1
4.015445051E0,-2.166606039E-1,-2.074394226E-1,-9.917736053E-2,3.159257510E-1
4.025445017E0,-1.996306032E-1,-3.318891525E-1,-9.442919493E-2,3.986472879E-1
4.035445050E0,-1.890372932E-1,-4.467840195E-1,-5.623894930E-2,4.883788260E-1
4.045445050E0,-1.828098893E-1,-5.473613739E-1,-4.716986418E-2,5.790068440E-1
4.055445050E0,-1.857599467E-1,-6.431684494E-1,-5.258804560E-2,6.715191097E-1
4.065445050E0,-1.691151112E-1,-7.605543137E-1,-4.630368948E-2,7.805042066E-1
4.075445050E0,-1.691405475E-1,-8.276987076E-1,-4.038995504E-2,8.457688950E-1
4.085445016E0,-1.427094638E-1,-9.260044098E-1,-2.032446861E-2,9.371569997E-1
4.095445049E0,-1.375622004E-1,-9.884319305E-1,-7.689058781E-3,9.979880570E-1
4.105445082E0,-1.443994492E-1,-1.067633629E0,4.841685295E-3,1.077365401E0
4.115445082E0,-1.250134110E-1,-1.101340294E0,1.753026247E-2,1.108551355E0
4.125445048E0,-1.248728633E-1,-1.127870560E0,2.302670479E-2,1.134995798E0
4.135445014E0,-1.128310859E-1,-1.144819260E0,3.112018108E-2,1.150786886E0
4.145445047E0,-8.901238441E-2,-1.180889130E0,3.240031004E-2,1.184682287E0
4.155445047E0,-1.010779738E-1,-1.152328491E0,6.503450871E-2,1.158579818E0
4.165445047E0,-1.009760201E-1,-1.142907143E0,8.589434624E-2,1.150569742E0
4.175445013E0,-8.892086148E-2,-1.123921394E0,5.416136980E-2,1.128733660E0
4.185445013E0,-8.838582039E-2,-1.071423531E0,9.664452076E-2,1.079398258E0
4.195445046E0,-3.971919417E-2,-1.026137352E0,9.612715244E-2,1.031395127E0
4.205445046E0,-3.868651390E-2,-9.617023468E-1,8.129030466E-2,9.659069126E-1
4.215445046E0,-3.744649887E-2,-8.685674667E-1,1.120270491E-1,8.765624589E-1
4.225445046E0,-4.997253418E-3,-7.778053284E-1,8.055651188E-2,7.819817472E-1
4.235445012E0,3.718852997E-3,-7.014627457E-1,1.233711243E-1,7.122388979E-1
4.245444978E0,3.169342875E-2,-5.915727615E-1,9.232962132E-2,5.995728184E-1
4.255445011E0,3.578135371E-2,-4.865045547E-1,9.935516119E-2,4.978337424E-1
4.265445011E0,4.475244880E-2,-3.383646011E-1,1.063894033E-1,3.575081679E-1
4.275445011E0,7.304435968E-2,-2.237586975E-1,8.937048912E-2,2.517747357E-1
4.285444977E0,8.702886105E-2,-1.091966629E-1,1.007677913E-1,1.721977979E-1
4.295444977E0,1.155267954E-1,2.927017212E-2,7.357847691E-2,1.400606144E-1
4.305445010E0,1.249219477E-1,1.389398575E-1,8.419191837E-2,2.049342727E-1
4.315445010E0,1.317247748E-1,2.485828400E-1,6.564444304E-2,2.888841248E-1
4.325445010E0,1.525628269E-1,4.204864502E-1,5.413776636E-2,4.505720461E-1
4.335444976E0,1.634168029E-1,4.199743271E-1,5.435752869E-2,4.539143397E-1
4.345445009E0,2.019280493E-1,6.469564438E-1,4.240274429E-3,6.777503649E-1
4.355445042E0,2.061616778E-1,7.614316940E-1,-2.820968628E-3,7.888528506E-1
4.365445042E0,2.359232306E-1,8.544044495E-1,-2.811551094E-4,8.863784818E-1
4.375445042E0,2.384503782E-1,9.521970749E-1,2.276837826E-3,9.816022801E-1
4.385445042E0,2.593170106E-1,1.033288956E0,-1.650559902E-2,1.065459437E0
4.395445008E0,2.579335272E-1,1.102436066E0,-4.967767000E-2,1.133297337E0
4.405445008E0,2.462076247E-1,1.174021721E0,-5.405300856E-2,1.200777633E0
4.415445041E0,2.649762034E-1,1.216922760E0,-5.832833052E-2,1.246802144E0
4.425445041E0,2.733725905E-1,1.269432068E0,-6.964212656E-2,1.300400082E0
4.435445041E0,2.786180377E-1,1.302847862E0,-8.559888601E-2,1.335053457E0
4.445445007E0,2.877406478E-1,1.312389374E0,-1.085280776E-1,1.347938757E0
4.455445040E0,2.811477184E-1,1.312462807E0,-1.117548347E-1,1.346882252E0
4.465445073E0,2.689384520E-1,1.312612534E0,-1.074526310E-1,1.344182139E0
4.475445073E0,2.653078735E-1,1.274520874E0,-1.028529406E-1,1.305898332E0
4.485445039E0,2.705836296E-1,1.236464500E0,-1.124342084E-1,1.270709020E0
4.495445005E0,2.559481263E-1,1.188909531E0,-1.122525334E-1,1.221317300E0
4.505445038E0,2.575935423E-1,1.117447853E0,-9.975051880E-2,1.151083969E0
4.515445038E0,2.396937609E-1,1.057978630E0,-8.953398466E-2,1.088479772E0
4.525445038E0,2.191511393E-1,9.745979309E-1,-8.415693045E-2,1.002472313E0
4.535445038E0,2.342961431E-1,8.816137314E-1,-9.321850538E-2,9.169662719E-1
4.545445038E0,2.155976593E-1,7.982339859E-1,-7.847946882E-2,8.305533541E-1
4.555445004E0,2.036348879E-1,6.693582535E-1,-6.882762909E-2,7.030255199E-1
4.565445037E0,1.961483657E-1,5.691995621E-1,-6.190085411E-2,6.052223051E-1
4.575445037E0,1.835778058E-1,4.522790909E-1,-4.584246874E-2,4.902639277E-1
4.585445037E0,1.705398560E-1,3.329343796E-1,-4.224282503E-2,3.764486683E-1
4.595445003E0,1.666701436E-1,1.920242310E-1,-1.998245716E-2,2.550520352E-1
4.605444969E0,1.481384635E-1,5.351352692E-2,-1.968437433E-2,1.587330354E-1
4.615445002E0,1.436546743E-1,-5.869293213E-2,-2.705186605E-2,1.575224720E-1
4.625445002E0,1.199324727E-1,-1.756992340E-1,-3.494322300E-3,2.127586170E-1
4.635445002E0,1.151909232E-1,-3.047342300E-1,2.596020699E-3,3.257892556E-1
4.645444968E0,1.151643991E-1,-4.170141220E-1,2.516043186E-2,4.333551247E-1
4.655444968E0,9.824949503E-2,-5.340938568E-1,2.333265543E-2,5.435564589E-1
4.665445001E0,6.683143973E-2,-6.296625137E-1,1.642113924E-2,6.334121694E-1
4.675445001E0,6.152728200E-2,-7.276172638E-1,2.413010597E-2,7.306125861E-1
4.685445001E0,7.282286882E-2,-8.255586624E-1,3.661239147E-2,8.295726264E-1
4.695445001E0,6.227061152E-2,-9.067220688E-1,3.969883919E-2,9.097244291E-1
4.705444967E0,3.709813952E-2,-9.615364075E-1,5.981636047E-2,9.641091908E-1
4.715444933E0,3.809666634E-2,-1.025896072E0,7.062929869E-2,1.029029934E0
4.725444966E0,5.191713572E-3,-1.078271866E0,7.452291250E-2,1.080856528E0
4.735444966E0,5.744129419E-3,-1.118672371E0,7.371681929E-2,1.121113303E0
4.745444966E0,1.346379519E-3,-1.118371010E0,7.781100273E-2,1.121075412E0
4.755444932E0,-1.027816534E-2,-1.134820938E0,1.202760935E-1,1.141223265E0
4.765444932E0,-1.240202785E-2,-1.132128716E0,1.053609848E-1,1.137088464E0
4.775444965E0,-3.604826331E-2,-1.115078926E0,1.191427112E-1,1.122005113E0
4.785444965E0,-5.734285712E-2,-1.081266403E0,1.089120507E-1,1.088249545E0
4.795444965E0,-4.275324941E-2,-1.052289009E0,1.128484011E-1,1.059185895E0
4.805444931E0,-5.446779728E-2,-1.001757622E0,1.190738082E-1,1.010278994E0
4.815444964E0,-4.230368137E-2,-8.889999390E-1,1.251220703E-1,8.987580461E-1
4.825444964E0,-7.070109248E-2,-8.600759506E-1,1.310065985E-1,8.728642587E-1
4.835444964E0,-7.743972540E-2,-7.617416382E-1,1.319296956E-1,7.769508858E-1
4.845444964E0,-9.372648597E-2,-6.753864288E-1,1.182941198E-1,6.920440602E-1
4.855444964E0,-7.867527008E-2,-5.771131516E-1,1.139183640E-1,5.934869682E-1
4.865444930E0,-9.457826614E-2,-4.501171112E-1,9.263360500E-2,4.691816780E-1
4.875444963E0,-8.167713881E-2,-3.470764160E-1,8.330321312E-2,3.661592807E-1
4.885444996E0,-1.092204899E-1,-2.249145508E-1,9.775954485E-2,2.684634038E-1
4.895444996E0,-9.817504883E-2,-1.051340103E-1,6.457358599E-2,1.576745013E-1
4.905444996E0,-9.421953559E-2,1.939678192E-2,7.910817862E-2,1.245458147E-1
4.915444962E0,-1.017668843E-1,1.534948349E-1,3.381055593E-2,1.872440033E-1
4.925444995E0,-9.243907034E-2,2.708425522E-1,4.850935936E-2,2.902650991E-1
4.935444995E0,-1.139047593E-1,3.666143417E-1,3.430515528E-2,3.854312045E-1
4.945444995E0,-1.328132451E-1,5.102739334E-1,1.560461521E-2,5.275057812E-1
4.955444961E0,-1.203088015E-1,6.180181503E-1,6.533205509E-3,6.296533369E-1
4.965444927E0,-1.099986285E-1,7.401294708E-1,-1.686233282E-2,7.484488427E-1
4.975444960E0,-1.162801981E-1,8.334779739E-1,-1.407283545E-2,8.416677861E-1
4.985444960E0,-1.369196624E-1,9.004812241E-1,-4.495638609E-2,9.119399681E-1
4.995444960E0,-1.238216162E-1,1.001008034E0,-6.855064631E-2,1.010963930E0
5.005444960E0,-1.393630356E-1,1.089551926E0,-7.052403688E-2,1.100690281E0
5.015444960E0,-1.307297200E-1,1.137367249E0,-8.230537176E-2,1.147810390E0
5.025444926E0,-1.361903995E-1,1.199556351E0,-9.165561199E-2,1.210736972E0
5.035444959E0,-1.437533647E-1,1.235383987E0,-9.877109528E-2,1.247635506E0
5.045444959E0,-1.486127973E-1,1.247256279E0,-1.178165078E-1,1.261592136E0
5.055444959E0,-1.579867601E-1,1.266310692E0,-1.225885749E-1,1.282002552E0
5.065444925E0,-1.502968818E-1,1.275757790E0,-1.370313764E-1,1.291868681E0
5.075444925E0,-1.611751169E-1,1.268465996E0,-1.610184312E-1,1.288763103E0
5.085444958E0,-1.669167429E-1,1.222851753E0,-1.535537839E-1,1.243706707E0
5.095444958E0,-1.748554260E-1,1.186870575E0,-1.599773169E-1,1.210301171E0
5.105444958E0,-1.869606525E-1,1.155673027E0,-1.684027910E-1,1.182748465E0
5.115444924E0,-1.818072796E-1,1.083818436E0,-1.764419079E-1,1.113035505E0
5.125444957E0,-2.189745307E-1,1.011971474E0,-1.935718656E-1,1.053330991E0
5.135444990E0,-2.027360201E-1,9.186096191E-1,-1.527517438E-1,9.530365268E-1
5.145444990E0,-2.260864973E-1,8.444261551E-1,-1.282337904E-1,8.835239333E-1
5.155444990E0,-2.242050022E-1,7.415065765E-1,-1.609089971E-1,7.911963040E-1
5.165444990E0,-2.066404819E-1,6.338109970E-1,-1.549227834E-1,6.844105037E-1
5.175444956E0,-2.114361227E-1,5.117483139E-1,-1.223242283E-1,5.670580108E-1
5.185444956E0,-1.984172761E-1,4.040470123E-1,-1.542366147E-1,4.758280540E-1
5.195444989E0,-2.083651870E-1,2.963399887E-1,-1.022272706E-1,3.764091589E-1
5.205444989E0,-2.009591162E-1,1.694631577E-1,-1.028854847E-1,2.822901896E-1
5.215444989E0,-2.000101209E-1,6.410694122E-2,-1.250852346E-1,2.444587169E-1
5.225444955E0,-1.840808988E-1,-6.997966766E-2,-6.823116541E-2,2.084188646E-1
5.235444988E0,-1.892389953E-1,-1.921243668E-1,-9.758210182E-2,2.867846513E-1
5.245445021E0,-1.721548736E-1,-2.975273132E-1,-6.734395027E-2,3.502784753E-1
5.255445021E0,-1.737261862E-1,-4.149656296E-1,-6.844639778E-2,4.550408453E-1
5.265445021E0,-1.533128917E-1,-5.156688690E-1,-5.541646481E-2,5.408236402E-1
5.275444987E0,-1.398175061E-1,-6.116132736E-1,-4.256421328E-2,6.288333990E-1
5.285445020E0,-1.307921112E-1,-7.123889923E-1,-2.286875248E-2,7.246569068E-1
5.295445020E0,-1.386123151E-1,-7.916326523E-1,-2.482932806E-2,8.040597774E-1
5.305445020E0,-1.082493365E-1,-8.900690079E-1,-1.980054379E-2,8.968460398E-1
5.315445020E0,-1.212137341E-1,-9.358158112E-1,-3.190040588E-4,9.436334582E-1
5.325445020E0,-8.186960220E-2,-1.000736237E0,-2.441465855E-3,1.004082471E0
5.335444986E0,-8.107551932E-2,-1.036922455E0,3.132444620E-2,1.040558810E0
5.345445019E0,-7.570487261E-2,-1.068305969E0,3.904736042E-2,1.071696584E0
5.355445052E0,-6.560477614E-2,-1.092508316E0,4.933232069E-2,1.095587552E0
5.365445052E0,-5.560410023E-2,-1.102323532E0,4.558074474E-2,1.104665827E0
5.375445018E0,-5.526486039E-2,-1.114523888E0,5.643504858E-2,1.117319388E0
5.385444984E0,-4.537475109E-2,-1.100354195E0,6.292390823E-2,1.103085509E0
5.395445017E0,-1.378646493E-2,-1.059876442E0,7.680147886E-2,1.062744845E0
5.405445017E0,-1.086795330E-2,-1.036144257E0,8.360773325E-2,1.039568798E0
5.415445017E0,-5.579859018E-3,-9.669189453E-1,8.582133055E-2,9.707361549E-1
5.425444983E0,-2.763032913E-3,-9.096841812E-1,1.119660139E-1,9.165529620E-1
5.435444983E0,9.640306234E-3,-8.332986832E-1,1.020948291E-1,8.395850076E-1
5.445445016E0,4.618635774E-2,-7.593421936E-1,1.137200594E-1,7.691982830E-1
5.455445016E0,5.165541172E-2,-6.590681076E-1,1.251945496E-1,6.728393027E-1
5.465445016E0,5.728131533E-2,-5.516633987E-1,1.290606260E-1,5.694473635E-1
5.475445016E0,6.311213970E-2,-4.586086273E-1,1.115804911E-1,4.761882204E-1
5.485444982E0,9.799531102E-2,-3.392963409E-1,9.121036530E-2,3.647525445E-1
5.495444948E0,1.235640645E-1,-2.248163223E-1,9.214270115E-2,2.725816102E-1
5.505444981E0,1.275322139E-1,-1.103458405E-1,8.572858572E-2,1.891826115E-1
5.515444981E0,1.626372337E-1,1.606655121E-2,6.726175547E-2,1.767290231E-1
5.525444981E0,1.638840735E-1,1.496515274E-1,7.738715410E-2,2.350368925E-1
5.535444947E0,1.814544499E-1,2.928380966E-1,4.442435503E-2,3.473519707E-1
5.545444947E0,2.080518901E-1,4.025211334E-1,6.174540520E-2,4.572978755E-1
5.555444980E0,2.148481905E-1,5.098333359E-1,4.084455967E-2,5.547594554E-1
5.565444980E0,2.328269184E-1,6.219682693E-1,2.471530437E-2,6.645778722E-1
5.575444980E0,2.212116420E-1,7.269611359E-1,1.817142963E-2,7.600903134E-1
5.585444946E0,2.421495914E-1,8.224258423E-1,-2.759814262E-3,8.573379190E-1
5.595444979E0,2.452536821E-1,9.299144745E-1,-1.402449608E-2,9.618144233E-1
5.605445012E0,2.595373392E-1,9.943351746E-1,-8.623361588E-3,1.027684987E0
5.615445012E0,2.658644319E-1,1.075577736E0,-5.091774464E-2,1.109118559E0
5.625445012E0,2.594905496E-1,1.137725830E0,-4.520332813E-2,1.167817944E0
5.635445012E0,2.855787873E-1,1.195129395E0,-5.847764015E-2,1.230166309E0
5.645444978E0,2.891967893E-1,1.240631104E0,-7.407498360E-2,1.276043660E0
5.655444978E0,2.869872451E-1,1.255084991E0,-7.497346401E-2,1.289659271E0
5.665445011E0,2.838785350E-1,1.255248070E0,-7.810491323E-2,1.289315755E0
5.675445011E0,2.845230103E-1,1.267426491E0,-9.554642439E-2,1.302479317E0
5.685445011E0,2.986028194E-1,1.260528564E0,-8.394807577E-2,1.298130650E0
5.695444977E0,2.587467730E-1,1.227359772E0,-9.615099430E-2,1.258017057E0
5.705445010E0,2.637054026E-1,1.184680939E0,-9.156709909E-2,1.217125302E0
5.715445043E0,2.514767051E-1,1.151586533E0,-9.879499674E-2,1.182857780E0
5.725445043E0,2.459841371E-1,1.077802658E0,-7.503998280E-2,1.108060361E0
5.735445009E0,2.306057215E-1,1.030380249E0,-8.236253262E-2,1.059077921E0
5.745444975E0,2.292507589E-1,9.302835464E-1,-9.469640255E-2,9.627828394E-1
5.755445008E0,2.013025880E-1,8.421611786E-1,-7.585442066E-2,8.692019764E-1
5.765445008E0,1.945315003E-1,7.779741287E-1,-6.438696384E-2,8.045072596E-1
5.775445008E0,1.899035871E-1,6.300230026E-1,-7.205736637E-2,6.619551497E-1
5.785445008E0,1.848877072E-1,5.419111252E-1,-5.598956347E-2,5.753137953E-1
5.795445008E0,1.650161147E-1,4.106931686E-1,-3.569149971E-2,4.440417548E-1
5.805444974E0,1.400690675E-1,3.009958267E-1,-2.773004770E-2,3.331467948E-1
5.815445007E0,1.364447176E-1,1.960878372E-1,-3.442537785E-2,2.413559768E-1
5.825445007E0,1.016834974E-1,4.802608490E-2,-1.771396399E-2,1.138412184E-1
5.835445007E0,1.147962213E-1,-6.174755096E-2,-2.308535576E-2,1.323777403E-1
5.845444973E0,1.135083735E-1,-1.811666489E-1,1.151013374E-2,2.140980819E-1
5.855444939E0,7.397225499E-2,-2.958202362E-1,-1.162707806E-2,3.051502836E-1
5.865444972E0,7.047283649E-2,-4.009466171E-1,5.507588387E-3,4.071301315E-1
5.875444972E0,6.933221221E-2,-5.156421661E-1,1.305407286E-2,5.204461624E-1
5.885444972E0,4.420614243E-2,-6.040344238E-1,2.025038004E-2,6.059883217E-1
5.895444938E0,3.573268652E-2,-7.091856003E-1,2.288502455E-2,7.104539147E-1
5.905444938E0,3.181433678E-2,-7.664356232E-1,3.043556213E-2,7.676991858E-1
5.915444971E0,1.390665770E-3,-8.691596985E-1,5.030643940E-2,8.706154451E-1
5.925444971E0,-7.674545050E-3,-9.359531403E-1,5.343091488E-2,9.375084224E-1
5.935444971E0,-2.544760704E-3,-9.835987091E-1,5.665111542E-2,9.852320768E-1
5.945444971E0,-2.869713306E-2,-1.019274712E0,6.953680515E-2,1.022046883E0
5.955444937E0,-4.306319356E-2,-1.071717262E0,7.274067402E-2,1.075045829E0
5.965444903E0,-4.791533947E-2,-1.069108963E0,8.291351795E-2,1.073389261E0
5.975444936E0,-5.039295554E-2,-1.092840195E0,8.348816633E-2,1.097182489E0
5.985444936E0,-6.487035751E-2,-1.095062256E0,8.872920275E-2,1.100564573E0
5.995444936E0,-7.222142816E-2,-1.056573868E0,8.686286211E-2,1.062595610E0
6.005444902E0,-8.187735081E-2,-1.037266731E0,9.682226181E-2,1.044988384E0
6.015444902E0,-9.886965156E-2,-9.916076660E-1,1.116924286E-1,1.002764264E0
6.025444935E0,-1.063401699E-1,-9.363803864E-1,9.798735380E-2,9.474798052E-1
6.035444935E0,-1.017072201E-1,-8.739852905E-1,1.129802465E-1,8.871071991E-1
6.045444935E0,-1.161828041E-1,-7.996311188E-1,9.456610680E-2,8.135423275E-1
6.055444901E0,-1.258269697E-1,-7.300453186E-1,1.241825223E-1,7.511457198E-1
6.065444934E0,-1.305259764E-1,-6.484985352E-1,1.155856848E-1,6.715261954E-1
6.075444934E0,-1.298993081E-1,-5.430679321E-1,9.465044737E-2,5.663526431E-1
6.085444934E0,-1.431534886E-1,-4.328889847E-1,9.012562037E-2,4.647670619E-1
6.095444934E0,-1.320739239E-1,-3.299303055E-1,8.763730526E-2,3.660298145E-1
6.105444934E0,-1.394409388E-1,-2.198295593E-1,6.812781096E-2,2.690914514E-1
6.115444900E0,-1.487672627E-1,-8.823490143E-2,4.328024387E-2,1.782982776E-1
6.125444933E0,-1.457226723E-1,2.898311615E-2,3.273004293E-2,1.521393242E-1
6.135444966E0,-1.351120621E-1,1.437911987E-1,1.760339737E-2,1.980935581E-1
6.145444966E0,-1.433863789E-1,2.562103271E-1,-1.902258396E-2,2.942197208E-1
6.155444966E0,-1.585454792E-1,3.758049011E-1,9.101450443E-3,4.079814078E-1
6.165444932E0,-1.662454754E-1,5.025901794E-1,-2.247059345E-2,5.298484445E-1
6.175444965E0,-1.640086770E-1,5.934638977E-1,-2.994036674E-2,6.164370767E-1
6.185444965E0,-1.589885801E-1,7.226266861E-1,-3.044474125E-2,7.405360075E-1
6.195444965E0,-1.537288874E-1,7.943019867E-1,-8.373886347E-2,8.133636420E-1
