"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
6.860678700E-1,-8.518381417E-2,6.812171936E-1,-9.777432680E-2,6.934500458E-1
6.960678360E-1,-6.543813646E-2,8.031692505E-1,-1.022911072E-1,8.122970302E-1
7.060678690E-1,-4.568430781E-2,9.110031128E-1,-1.028694510E-1,9.179301997E-1
7.160679020E-1,-3.510278463E-2,1.035552025E0,-1.212270260E-1,1.043214356E0
7.260679020E-1,-1.641646028E-2,1.143305779E0,-1.090050936E-1,1.148607728E0
7.360678680E-1,-3.945559263E-3,1.239052773E0,-1.237256527E-1,1.245221016E0
7.460678340E-1,1.336038113E-3,1.298748970E0,-1.228921413E-1,1.304550938E0
7.560678670E-1,4.382967949E-3,1.375230789E0,-1.143462062E-1,1.379983329E0
7.660678670E-1,2.696841955E-2,1.408642769E0,-1.125102043E-1,1.413386109E0
7.760678670E-1,3.537639976E-2,1.461226463E0,-1.197317243E-1,1.466550358E0
7.860678670E-1,4.425454140E-2,1.477935791E0,-1.261172891E-1,1.483967061E0
7.960678670E-1,6.292304397E-2,1.501805305E0,-1.155915856E-1,1.507560911E0
8.060678330E-1,7.702043653E-2,1.489790916E0,-1.310153604E-1,1.497522670E0
8.160678660E-1,8.633545041E-2,1.468224525E0,-1.173127294E-1,1.475431918E0
8.260678660E-1,9.536492825E-2,1.439470291E0,-1.105445027E-1,1.446854960E0
8.360678660E-1,1.016267538E-1,1.398757935E0,-1.038411260E-1,1.406284017E0
8.460678320E-1,1.238640547E-1,1.307791710E0,-9.966176748E-2,1.317419420E0
8.560677980E-1,1.212174594E-1,1.238364220E0,-9.327054024E-2,1.247773620E0
8.660678310E-1,1.271841824E-1,1.147392273E0,-8.492344618E-2,1.157539129E0
8.760678310E-1,1.296725571E-1,1.049295425E0,-6.947940588E-2,1.059558045E0
8.860678310E-1,1.310919523E-1,9.583787918E-1,-6.877511740E-2,9.697448249E-1
8.960677970E-1,1.170893013E-1,8.099937439E-1,-7.088595629E-2,8.214770772E-1
9.060677970E-1,1.356121302E-1,6.975727081E-1,-5.399638414E-2,7.126808139E-1
9.160678300E-1,1.052995920E-1,5.588264465E-1,-3.514850140E-2,5.697459246E-1
9.260678300E-1,1.022198796E-1,4.105195999E-1,-4.058247805E-2,4.249966861E-1
9.360678300E-1,8.625710011E-2,2.646389008E-1,-3.199970722E-2,2.801749746E-1
9.460678300E-1,9.573763609E-2,1.331233978E-1,-2.145230770E-2,1.653715076E-1
9.560677960E-1,7.087850571E-2,-3.189849854E-2,-1.125037670E-2,7.853564640E-2
9.660677620E-1,6.682345271E-2,-1.729879379E-1,-1.345348358E-2,1.859333126E-1
9.760677950E-1,4.537996650E-2,-3.140754700E-1,-1.112997532E-2,3.175320748E-1
9.860677950E-1,2.600765228E-2,-4.623174667E-1,2.458369732E-2,4.637005458E-1
9.960677950E-1,1.131558418E-2,-5.866689682E-1,2.417862415E-2,5.872760225E-1
1.006067761E0,1.120147109E-2,-7.325525284E-1,2.852529287E-2,7.331932706E-1
1.016067761E0,6.773412228E-3,-8.281745911E-1,3.294324875E-2,8.288572193E-1
1.026067794E0,-1.623404026E-2,-9.333810806E-1,3.045600653E-2,9.340189260E-1
1.036067794E0,-3.114569187E-2,-1.048168182E0,3.335821629E-2,1.049161267E0
1.046067794E0,-3.579691052E-2,-1.095937729E0,4.839199781E-2,1.097589500E0
1.056067760E0,-1.603668928E-2,-1.193973541E0,6.847912073E-2,1.196043219E0
1.066067793E0,-2.241382003E-2,-1.244120598E0,7.418411970E-2,1.246531879E0
1.076067793E0,-1.662832499E-2,-1.272730827E0,5.361944437E-2,1.273968330E0
1.086067793E0,-1.802286506E-2,-1.296590805E0,6.866550446E-2,1.298532822E0
1.096067793E0,-3.141883016E-2,-1.325225830E0,7.874590158E-2,1.327935074E0
1.106067793E0,-2.346286178E-2,-1.310780525E0,7.660174370E-2,1.313226530E0
1.116067759E0,-1.817572117E-2,-1.291577339E0,6.441116333E-2,1.293310163E0
1.126067792E0,-2.282333374E-2,-1.262807846E0,5.196988583E-2,1.264082841E0
1.136067825E0,-3.309351206E-2,-1.193316460E0,7.742428780E-2,1.196283358E0
1.146067825E0,-2.483829856E-2,-1.169322968E0,4.514133930E-2,1.170457553E0
1.156067825E0,-1.248928905E-2,-1.075877190E0,5.593377352E-2,1.077402569E0
1.166067791E0,-2.498516440E-2,-9.991655350E-1,4.983001947E-2,1.000719269E0
1.176067824E0,-2.153235674E-2,-9.272184372E-1,4.150152206E-2,9.283964934E-1
1.186067824E0,-3.797194362E-2,-7.786455154E-1,6.893455982E-2,7.826127272E-1
1.196067824E0,-3.132739663E-2,-7.042493820E-1,3.667330742E-2,7.058990929E-1
1.206067790E0,-4.196962714E-2,-5.699863434E-1,5.475485325E-2,5.741463012E-1
1.216067756E0,-6.504347920E-2,-4.405097961E-1,3.453391790E-2,4.466230247E-1
1.226067789E0,-5.710682273E-2,-3.373718262E-1,3.840535879E-2,3.443194881E-1
1.236067789E0,-7.326141000E-2,-1.839284897E-1,5.192464590E-2,2.046780212E-1
1.246067789E0,-7.233241200E-2,-4.250812531E-2,2.229553461E-2,8.681019184E-2
1.256067789E0,-9.500044584E-2,9.652042389E-2,1.176679134E-2,1.359401865E-1
1.266067789E0,-7.650193572E-2,2.451066971E-1,8.405745029E-3,2.569056163E-1
1.276067755E0,-9.096060693E-2,3.817119598E-1,-2.072155476E-3,3.924055888E-1
1.286067788E0,-7.387796044E-2,5.350370407E-1,6.567418575E-3,5.401534217E-1
1.296067788E0,-7.073539495E-2,6.668062210E-1,-1.828193665E-2,6.707967365E-1
1.306067788E0,-7.667355239E-2,7.889738083E-1,-9.849905968E-3,7.927518681E-1
1.316067754E0,-7.285618782E-2,9.063386917E-1,-3.984963894E-2,9.101350680E-1
1.326067754E0,-7.835617661E-2,9.997253418E-1,-4.842418432E-2,1.003959835E0
1.336067787E0,-8.359056711E-2,1.105059624E0,-5.254280567E-2,1.109461537E0
1.346067787E0,-7.439057529E-2,1.217527390E0,-9.080612659E-2,1.223173191E0
1.356067787E0,-8.430764079E-2,1.289270401E0,-7.911819220E-2,1.294444141E0
1.366067753E0,-8.229734004E-2,1.356191635E0,-7.982414961E-2,1.361029206E0
1.376067786E0,-9.485103190E-2,1.406327248E0,-1.071764827E-1,1.413591116E0
1.386067819E0,-9.089432657E-2,1.434906006E0,-1.251375079E-1,1.443217385E0
1.396067819E0,-8.955743909E-2,1.475446701E0,-1.239285469E-1,1.483348168E0
1.406067819E0,-9.118723869E-2,1.458541870E0,-1.394724846E-1,1.468029997E0
1.416067819E0,-1.073945910E-1,1.451229095E0,-1.451132894E-1,1.462414904E0
1.426067785E0,-1.143954098E-1,1.431974411E0,-1.504014730E-1,1.444388323E0
1.436067785E0,-1.336608678E-1,1.403172493E0,-1.432332397E-1,1.416782987E0
1.446067818E0,-1.409880668E-1,1.343279839E0,-1.738075018E-1,1.361795656E0
1.456067818E0,-1.649124920E-1,1.266668320E0,-1.512898207E-1,1.286286660E0
1.466067818E0,-1.551714242E-1,1.190073967E0,-1.665632129E-1,1.211650742E0
1.476067784E0,-1.810734868E-1,1.091938019E0,-1.599362493E-1,1.118345138E0
1.486067817E0,-1.849507093E-1,1.001020432E0,-1.480952501E-1,1.028679188E0
1.496067850E0,-1.860347688E-1,8.646621704E-1,-1.284074187E-1,8.937214719E-1
1.506067850E0,-2.153379321E-1,7.737989426E-1,-1.346281171E-1,8.144077348E-1
1.516067850E0,-2.321276963E-1,6.326961517E-1,-1.213046908E-1,6.847645696E-1
1.526067816E0,-2.555280626E-1,4.868097305E-1,-1.052123904E-1,5.597749116E-1
1.536067849E0,-2.493330091E-1,3.672571182E-1,-1.058338284E-1,4.563392812E-1
1.546067849E0,-2.632562518E-1,1.998386383E-1,-8.939075470E-2,3.423887301E-1
1.556067849E0,-2.434143722E-1,8.288097382E-2,-5.947721004E-2,2.639267909E-1
1.566067849E0,-2.318671197E-1,-5.574417114E-2,-6.893295050E-2,2.482368334E-1
1.576067849E0,-1.879399717E-1,-1.968650818E-1,-5.034005642E-2,2.767876707E-1
1.586067815E0,-1.880735755E-1,-3.380899429E-1,-4.214841127E-2,3.891695876E-1
1.596067848E0,-2.041461021E-1,-4.602031708E-1,-2.937793732E-2,5.043071015E-1
1.606067881E0,-2.005736530E-1,-5.871276855E-1,-2.432698011E-2,6.209190860E-1
1.616067881E0,-1.966177523E-1,-6.853570938E-1,-3.861075640E-2,7.140473913E-1
1.626067847E0,-1.972006559E-1,-8.123531342E-1,-1.264262199E-2,8.360415954E-1
1.636067813E0,-1.928867847E-1,-9.250106812E-1,-1.327800751E-2,9.450007288E-1
1.646067846E0,-1.860702485E-1,-1.016137123E0,-4.693984985E-3,1.033043476E0
1.656067846E0,-1.812113374E-1,-1.081007957E0,-6.318330765E-3,1.096109335E0
1.666067846E0,-1.929999441E-1,-1.165020943E0,-1.042592525E-2,1.180945162E0
1.676067812E0,-1.949142069E-1,-1.215555191E0,1.935422421E-3,1.231084772E0
1.686067812E0,-1.728029698E-1,-1.254096031E0,-9.441971779E-3,1.265980597E0
1.696067845E0,-1.814613342E-1,-1.271098137E0,8.021175861E-3,1.284010525E0
1.706067845E0,-1.733907908E-1,-1.290482521E0,-5.469322205E-3,1.302090403E0
1.716067845E0,-1.630078256E-1,-1.278721809E0,-2.575343847E-2,1.289327056E0
1.726067845E0,-1.524737179E-1,-1.262133598E0,-9.549438953E-3,1.271345998E0
1.736067811E0,-1.443804502E-1,-1.262268066E0,2.390444279E-3,1.270500728E0
1.746067777E0,-1.361235380E-1,-1.204907417E0,2.439248562E-2,1.212817585E0
1.756067810E0,-1.418144554E-1,-1.142743111E0,3.262042999E-2,1.151971028E0
1.766067810E0,-1.564556956E-1,-1.085332870E0,1.746559143E-2,1.096690873E0
1.776067810E0,-1.248242259E-1,-9.992027283E-1,2.652531862E-2,1.007318605E0
1.786067776E0,-1.043860316E-1,-8.915367126E-1,4.058754444E-2,8.985441015E-1
1.796067776E0,-9.047135711E-2,-7.934961319E-1,4.011344910E-2,7.996438373E-1
1.806067809E0,-7.596549392E-2,-6.595516205E-1,4.677009583E-2,6.655573140E-1
1.816067842E0,-6.806319952E-2,-5.448265076E-1,2.674663067E-2,5.497125656E-1
1.826067842E0,-4.069501162E-2,-4.157371521E-1,2.118349075E-2,4.182609280E-1
1.836067808E0,-3.000235558E-2,-2.938547134E-1,6.136238575E-3,2.954460820E-1
1.846067841E0,-1.439246535E-2,-1.552076340E-1,2.238875628E-2,1.574732012E-1
1.856067874E0,1.783514023E-2,-2.376747131E-2,2.415460348E-2,3.829399155E-2
1.866067874E0,1.163381338E-2,1.148576736E-1,2.104765177E-2,1.173483466E-1
1.876067874E0,3.642496467E-2,2.414588928E-1,3.424894810E-2,2.465809510E-1
1.886067874E0,5.413877964E-2,3.919696808E-1,3.993690014E-3,3.957109901E-1
1.896067840E0,7.431486249E-2,5.304756165E-1,-4.917085171E-3,5.356783141E-1
1.906067840E0,8.493512869E-2,6.617517471E-1,-2.503395081E-5,6.671801492E-1
1.916067873E0,1.052887440E-1,7.857971191E-1,-1.475834846E-2,7.929568973E-1
1.926067873E0,1.422300339E-1,9.050064087E-1,-2.977865934E-2,9.165984676E-1
1.936067873E0,1.525711119E-1,1.019441605E0,-4.730021954E-2,1.031880051E0
1.946067839E0,1.769076586E-1,1.105146408E0,-5.769795179E-2,1.120702439E0
1.956067872E0,1.742142439E-1,1.198049545E0,-6.091064215E-2,1.212181266E0
1.966067905E0,1.873728931E-1,1.286223412E0,-6.614512205E-2,1.301481634E0
1.976067905E0,1.829985380E-1,1.319362640E0,-8.802914619E-2,1.334899012E0
1.986067871E0,1.829184294E-1,1.374097824E0,-8.558279276E-2,1.388858667E0
1.996067837E0,2.015533149E-1,1.390553474E0,-1.068209410E-1,1.409139247E0
2.006067870E0,2.150017619E-1,1.428622246E0,-9.169888496E-2,1.447617340E0
2.016067870E0,2.209047973E-1,1.423616409E0,-9.542071819E-2,1.443810141E0
2.026067870E0,2.289007306E-1,1.418632507E0,-1.133550406E-1,1.441444796E0
2.036067870E0,2.340928912E-1,1.392148018E0,-1.189251542E-1,1.416692902E0
2.046067870E0,2.483477890E-1,1.356126785E0,-1.171914935E-1,1.383651086E0
2.056067836E0,2.452510893E-1,1.322537422E0,-1.103886366E-1,1.349606973E0
2.066067869E0,2.386127710E-1,1.245968819E0,-1.171044707E-1,1.274004634E0
2.076067869E0,2.238707244E-1,1.171844482E0,-9.722554684E-2,1.196992230E0
2.086067869E0,2.274297774E-1,1.095441818E0,-8.864700794E-2,1.122308056E0
2.096067835E0,2.372656763E-1,9.975318909E-1,-1.062270999E-1,1.030848714E0
2.106067801E0,2.103893161E-1,8.709487915E-1,-6.141763926E-2,8.981022148E-1
2.116067801E0,2.091549635E-1,7.443981171E-1,-5.493456125E-2,7.751723431E-1
2.126067801E0,1.977698505E-1,6.274213791E-1,-5.587756634E-2,6.602217833E-1
2.136067801E0,1.906641722E-1,5.056848526E-1,-5.696666241E-2,5.434291098E-1
2.146067767E0,1.952161193E-1,3.719654083E-1,-8.198022842E-3,4.201604524E-1
2.156067767E0,1.874594092E-1,2.406177521E-1,-4.132634401E-2,3.078080562E-1
2.166067800E0,1.841134727E-1,9.966659546E-2,1.537263393E-3,2.093646681E-1
2.176067800E0,1.393455267E-1,-3.649711609E-2,-4.297614098E-3,1.441099746E-1
2.186067800E0,1.564924121E-1,-1.942796707E-1,-1.404166222E-3,2.494723175E-1
2.196067800E0,1.349053979E-1,-3.161430359E-1,2.025771141E-2,3.443199971E-1
2.206067766E0,1.298299730E-1,-4.547815323E-1,-8.969843388E-3,4.730354343E-1
2.216067732E0,1.148720682E-1,-5.790920258E-1,3.788280487E-2,5.915896156E-1
2.226067765E0,9.993281960E-2,-6.866788864E-1,4.359143972E-2,6.952802853E-1
2.236067765E0,9.950640798E-2,-7.990732193E-1,2.509200573E-2,8.056358630E-1
2.246067765E0,8.000323176E-2,-9.162702560E-1,2.092605829E-2,9.199943473E-1
2.256067731E0,7.275912166E-2,-9.832096100E-1,3.350245953E-2,9.864671519E-1
2.266067731E0,7.515081763E-2,-1.064496040E0,4.635304213E-2,1.068151707E0
2.276067764E0,4.661402106E-2,-1.109866142E0,5.222010612E-2,1.112071338E0
2.286067764E0,6.842026114E-2,-1.181571960E0,4.878425598E-2,1.184556260E0
2.296067764E0,4.946419597E-2,-1.212532043E0,7.199513912E-2,1.215674283E0
2.306067730E0,5.170696974E-2,-1.236286163E0,4.520332813E-2,1.238192404E0
2.316067763E0,5.124562979E-2,-1.267194748E0,4.755383730E-2,1.269121748E0
2.326067763E0,2.878302336E-2,-1.235816956E0,6.688046455E-2,1.237960018E0
2.336067763E0,2.996200323E-2,-1.221170425E0,6.719839573E-2,1.223384876E0
2.346067763E0,3.563061357E-2,-1.196931839E0,9.403872490E-2,1.201148887E0
2.356067763E0,1.200270653E-2,-1.158305168E0,8.495205641E-2,1.161478273E0
2.366067729E0,2.390906215E-2,-1.083760262E0,7.822453976E-2,1.086842687E0
2.376067762E0,1.636326313E-2,-1.023573875E0,8.575749397E-2,1.027290408E0
2.386067795E0,3.781288862E-3,-9.514379501E-1,1.026424766E-1,9.569660125E-1
2.396067795E0,1.007071137E-2,-8.601617813E-1,1.097055078E-1,8.671879887E-1
2.406067795E0,-3.100454807E-3,-7.377672195E-1,1.021093726E-1,7.448062883E-1
2.416067761E0,-7.019013166E-3,-6.369485855E-1,8.219295740E-2,6.422682067E-1
2.426067794E0,-2.075731754E-2,-5.122022629E-1,6.430435181E-2,5.166401785E-1
2.436067794E0,-2.504917979E-2,-3.922739029E-1,9.407502413E-2,4.041737083E-1
2.446067794E0,-1.744747162E-2,-2.819404602E-1,7.805222273E-2,2.930648168E-1
2.456067760E0,-2.888327837E-2,-1.572475433E-1,6.688642502E-2,1.733055899E-1
2.466067726E0,-2.335619926E-2,-3.876686096E-3,6.011343002E-2,6.460777978E-2
2.476067759E0,-3.652262688E-2,1.135644913E-1,3.902447224E-2,1.255137657E-1
2.486067759E0,-3.717172146E-2,2.525281906E-1,3.219652176E-2,2.572719183E-1
2.496067759E0,-4.227051139E-2,3.938684464E-1,1.814776659E-2,3.965456980E-1
2.506067759E0,-2.544707060E-2,5.591268539E-1,2.087116241E-2,5.600946327E-1
2.516067759E0,-3.714174032E-2,6.405954361E-1,-7.499396801E-3,6.417150946E-1
2.526067725E0,-3.666210175E-2,7.771148682E-1,-1.900833845E-2,7.782113755E-1
2.536067758E0,-5.767184496E-2,8.776979446E-1,-3.531050682E-2,8.802991285E-1
2.546067758E0,-4.272167385E-2,9.950809479E-1,-4.171586037E-2,9.968708278E-1
2.556067758E0,-5.642530322E-2,1.083719254E0,-3.619891405E-2,1.085790770E0
2.566067724E0,-4.611176252E-2,1.179534912E0,-4.969763756E-2,1.181481595E0
2.576067724E0,-5.257037282E-2,1.239434242E0,-7.043063641E-2,1.242546321E0
2.586067757E0,-5.170580745E-2,1.294541359E0,-7.919806242E-2,1.297991970E0
2.596067757E0,-6.276991963E-2,1.354413986E0,-8.817189932E-2,1.358731612E0
2.606067757E0,-6.665435433E-2,1.385548592E0,-9.461933374E-2,1.390374238E0
2.616067723E0,-7.550416887E-2,1.402333260E0,-1.009708643E-1,1.407989548E0
2.626067756E0,-7.264950871E-2,1.402388573E0,-1.047223806E-1,1.408168469E0
2.636067789E0,-8.700484037E-2,1.385694504E0,-1.344725490E-1,1.394920057E0
2.646067789E0,-1.087961793E-1,1.359420776E0,-1.186601520E-1,1.368919898E0
2.656067789E0,-1.210453510E-1,1.287687302E0,-1.169081926E-1,1.298637012E0
2.666067789E0,-1.213355064E-1,1.263833046E0,-1.078267694E-1,1.274214615E0
2.676067755E0,-1.429180950E-1,1.196888924E0,-1.057452559E-1,1.210020965E0
2.686067755E0,-1.444756240E-1,1.115567207E0,-1.083411574E-1,1.130089026E0
2.696067788E0,-1.570808291E-1,1.024662971E0,-1.132735610E-1,1.042803669E0
2.706067788E0,-1.712997854E-1,9.217529297E-1,-9.437417984E-2,9.422730844E-1
2.716067788E0,-1.797559857E-1,8.236351013E-1,-1.352656484E-1,8.538054756E-1
2.726067754E0,-2.014764547E-1,7.087326050E-1,-1.113907695E-1,7.451862658E-1
2.736067787E0,-1.888003647E-1,5.986213684E-1,-8.034986258E-2,6.328105726E-1
2.746067820E0,-2.134888172E-1,4.669485092E-1,-8.508062363E-2,5.204393316E-1
2.756067820E0,-2.155089378E-1,3.256988525E-1,-1.041055918E-1,4.041804289E-1
2.766067820E0,-2.237466723E-1,1.796312332E-1,-6.085139513E-2,2.933135619E-1
2.776067786E0,-2.070285082E-1,6.708049774E-2,-8.214032650E-2,2.326104676E-1
2.786067819E0,-1.988273114E-1,-5.983161926E-2,-7.692104578E-2,2.214248624E-1
2.796067819E0,-2.274784744E-1,-2.154951096E-1,-5.976593494E-2,3.189930493E-1
2.806067819E0,-2.169530541E-1,-3.233070374E-1,-4.986679554E-2,3.925337761E-1
2.816067819E0,-2.152214795E-1,-4.574613571E-1,-4.479354620E-2,5.075407770E-1
2.826067819E0,-1.937891245E-1,-5.725059509E-1,-4.963237047E-2,6.064492236E-1
2.836067785E0,-1.694850475E-1,-6.755895615E-1,-3.517901897E-2,6.974123603E-1
2.846067818E0,-1.928381026E-1,-7.690954208E-1,-1.594185829E-2,7.930626980E-1
2.856067851E0,-1.801552176E-1,-8.626317978E-1,-1.359963417E-2,8.813480987E-1
2.866067851E0,-1.746768355E-1,-9.394025803E-1,-2.561712265E-2,9.558480223E-1
2.876067817E0,-1.646121889E-1,-1.040126801E0,1.021569967E-2,1.053121690E0
2.886067783E0,-1.714500636E-1,-1.092962265E0,-6.621360779E-3,1.106347811E0
2.896067816E0,-1.542009860E-1,-1.145825386E0,1.220083237E-2,1.156219105E0
2.906067816E0,-1.417605281E-1,-1.184359550E0,6.903707981E-3,1.192833288E0
2.916067816E0,-1.411021203E-1,-1.218095779E0,2.311420441E-2,1.226458887E0
2.926067782E0,-1.521504074E-1,-1.235106468E0,3.192907572E-2,1.244852280E0
2.936067782E0,-1.198754907E-1,-1.225807190E0,2.392554283E-2,1.231887102E0
2.946067815E0,-1.281053722E-1,-1.194952011E0,4.718971252E-2,1.202725307E0
2.956067815E0,-9.780505300E-2,-1.180858612E0,5.141419172E-2,1.186016994E0
2.966067815E0,-8.638846874E-2,-1.114105225E0,3.186136484E-2,1.117903648E0
2.976067815E0,-8.677959442E-2,-1.064097404E0,2.932560444E-2,1.068032759E0
2.986067781E0,-6.556537747E-2,-1.006891251E0,4.154896736E-2,1.009878768E0
2.996067747E0,-5.134031177E-2,-9.352798462E-1,5.221444368E-2,9.381420822E-1
3.006067780E0,-5.849099159E-2,-8.397111893E-1,4.626315832E-2,8.430162260E-1
3.016067780E0,-4.865935445E-2,-7.513427734E-1,5.493128300E-2,7.549179703E-1
3.026067780E0,-2.411994338E-2,-6.294651031E-1,3.984308243E-2,6.311858355E-1
3.036067746E0,-1.139765978E-2,-5.099630356E-1,4.907411337E-2,5.124455804E-1
3.046067746E0,1.369541883E-2,-3.952598572E-1,4.893249273E-2,3.985126197E-1
3.056067779E0,1.731586456E-2,-2.566471100E-1,7.028448582E-2,2.666598717E-1
3.066067779E0,5.227378011E-2,-1.324062347E-1,4.844141006E-2,1.503679796E-1
3.076067779E0,6.096920371E-2,-5.805969238E-3,3.838253021E-2,7.227843181E-2
3.086067745E0,6.497669220E-2,1.135816574E-1,4.266661406E-2,1.376343103E-1
