"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.786261673E0,2.873129845E-1,-1.193785381E1,9.385557175E-1,1.197813797E1
3.788261406E0,2.921015322E-1,-1.191151714E1,9.409499764E-1,1.195219439E1
3.790261139E0,2.873129845E-1,-1.187081432E1,9.601042271E-1,1.191304250E1
3.792260939E0,2.897072434E-1,-1.186123753E1,9.577099085E-1,1.190336483E1
3.794260672E0,2.801301479E-1,-1.182292938E1,9.481328130E-1,1.186419352E1
3.796260405E0,2.849186957E-1,-1.180377483E1,9.385557175E-1,1.184445718E1
3.798260138E0,2.777358890E-1,-1.178462029E1,9.457385540E-1,1.182576991E1
3.800259871E0,2.992843390E-1,-1.174631214E1,9.409499764E-1,1.178773969E1
3.802259604E0,3.040728867E-1,-1.171518707E1,9.337671995E-1,1.175627448E1
3.804259337E0,2.992843390E-1,-1.169124413E1,9.385557175E-1,1.173267434E1
3.806259070E0,2.897072434E-1,-1.164335823E1,9.433442950E-1,1.168510247E1
3.808258870E0,2.873129845E-1,-1.161223316E1,9.409499764E-1,1.165383605E1
3.810258603E0,2.825244367E-1,-1.159068394E1,9.385557175E-1,1.163205317E1
3.812258336E0,2.849186957E-1,-1.155237579E1,9.409499764E-1,1.159413438E1
3.814258069E0,2.897072434E-1,-1.150209618E1,9.361614585E-1,1.154376650E1
3.816257802E0,2.873129845E-1,-1.148294163E1,9.337671995E-1,1.152442703E1
3.818257535E0,2.777358890E-1,-1.145660496E1,9.289786220E-1,1.149756216E1
3.820257268E0,2.777358890E-1,-1.140153694E1,9.194015265E-1,1.144191772E1
3.822257001E0,2.777358890E-1,-1.137041092E1,9.194015265E-1,1.141090184E1
3.824256801E0,2.944957912E-1,-1.132731438E1,9.002473354E-1,1.136684759E1
3.826256567E0,2.873129845E-1,-1.127224541E1,8.978530765E-1,1.131159606E1
3.828256333E0,2.753416002E-1,-1.124112034E1,8.978530765E-1,1.128028101E1
3.830256099E0,2.729473412E-1,-1.118605232E1,8.954587579E-1,1.122515538E1
3.832255865E0,2.801301479E-1,-1.112619495E1,8.882759809E-1,1.116511179E1
3.834255631E0,2.825244367E-1,-1.105197239E1,8.715160489E-1,1.108988070E1
3.836255397E0,2.801301479E-1,-1.103281784E1,8.739103079E-1,1.107091964E1
3.838255230E0,2.897072434E-1,-1.100887585E1,8.715160489E-1,1.104711808E1
3.840255063E0,2.801301479E-1,-1.094423008E1,8.786988258E-1,1.098302129E1
3.842254829E0,2.777358890E-1,-1.091789341E1,8.906702399E-1,1.095768348E1
3.844254595E0,2.777358890E-1,-1.086043072E1,8.691217303E-1,1.089869098E1
3.846254361E0,2.705530524E-1,-1.080775642E1,8.547561169E-1,1.084487925E1
3.848254127E0,2.681587934E-1,-1.078381348E1,8.475732803E-1,1.082039383E1
3.850253893E0,2.657645047E-1,-1.072874546E1,8.523618579E-1,1.076583163E1
3.852253659E0,2.681587934E-1,-1.066649437E1,8.403904438E-1,1.070290929E1
3.854253492E0,2.681587934E-1,-1.064255142E1,8.403904438E-1,1.067904799E1
3.856253258E0,2.633702159E-1,-1.059466648E1,8.332076073E-1,1.063064234E1
3.858253024E0,2.705530524E-1,-1.054199219E1,8.140534163E-1,1.057683701E1
3.860252790E0,2.705530524E-1,-1.048692322E1,8.260248303E-1,1.052288338E1
3.862252556E0,2.681587934E-1,-1.045579815E1,8.260248303E-1,1.049180352E1
3.864252322E0,2.609759569E-1,-1.040551853E1,8.092648983E-1,1.044020278E1
3.866252088E0,2.561874092E-1,-1.037678719E1,7.996878028E-1,1.041070818E1
3.868251854E0,2.561874092E-1,-1.031214142E1,8.044763207E-1,1.034664558E1
3.870251687E0,2.585816681E-1,-1.024989033E1,8.044763207E-1,1.028466326E1
3.872251420E0,2.466102988E-1,-1.019721603E1,7.996878028E-1,1.023149706E1
3.874251186E0,2.490045726E-1,-1.016609097E1,7.996878028E-1,1.020053476E1
3.876250952E0,2.513988614E-1,-1.011581135E1,7.948992252E-1,1.015010864E1
3.878250718E0,2.370332032E-1,-1.005834866E1,7.733507752E-1,1.009081928E1
3.880250484E0,2.418217510E-1,-1.002961731E1,7.685621977E-1,1.006192770E1
3.882250250E0,2.466102988E-1,-9.955394745E0,7.733507752E-1,9.988431938E0
3.884250016E0,2.418217510E-1,-9.897932053E0,7.757450342E-1,9.931229382E0
3.886249816E0,2.490045726E-1,-9.866806030E0,7.709565163E-1,9.900012044E0
3.888249549E0,2.561874092E-1,-9.806949615E0,7.781392932E-1,9.841107331E0
3.890249282E0,2.442160249E-1,-9.744698524E0,7.518022656E-1,9.776706881E0
3.892249015E0,2.346389294E-1,-9.711178780E0,7.398309112E-1,9.742145477E0
3.894248748E0,2.466102988E-1,-9.636956215E0,7.494080067E-1,9.669196145E0
3.896248481E0,2.370332032E-1,-9.577098846E0,7.278595567E-1,9.607642093E0
3.898248214E0,2.418217510E-1,-9.550762177E0,7.302538157E-1,9.581691215E0
3.900247947E0,2.298503816E-1,-9.502876282E0,7.302538157E-1,9.533664535E0
3.902247747E0,2.370332032E-1,-9.423865318E0,7.230709791E-1,9.454536156E0
3.904247480E0,2.394274771E-1,-9.387951851E0,7.182824612E-1,9.418433796E0
3.906247213E0,2.418217510E-1,-9.325700760E0,7.134938836E-1,9.356080694E0
3.908246946E0,2.250618339E-1,-9.263449669E0,7.134938836E-1,9.293612114E0
3.910246679E0,2.394274771E-1,-9.198803902E0,7.134938836E-1,9.229539114E0
3.912246412E0,2.418217510E-1,-9.162889481E0,7.182824612E-1,9.194180284E0
3.914246145E0,2.226675600E-1,-9.100638390E0,7.206767201E-1,9.131844002E0
3.916245945E0,2.298503816E-1,-9.055147171E0,7.087053657E-1,9.085746242E0
3.918245745E0,2.298503816E-1,-9.019232750E0,7.063110471E-1,9.049766068E0
3.920245478E0,2.226675600E-1,-8.973741531E0,6.967339516E-1,9.003502436E0
3.922245211E0,2.322446555E-1,-8.921068192E0,6.847625971E-1,8.950323741E0
3.924244944E0,2.298503816E-1,-8.897125244E0,6.799740195E-1,8.926031228E0
3.926244677E0,2.106961906E-1,-8.830085754E0,6.727912426E-1,8.858185783E0
3.928244410E0,1.987248063E-1,-8.763046265E0,6.799740195E-1,8.791634436E0
3.930244143E0,1.939362586E-1,-8.741497040E0,6.799740195E-1,8.770048257E0
3.932243943E0,1.867534369E-1,-8.696005821E0,6.775797606E-1,8.724362924E0
3.934243743E0,1.987248063E-1,-8.640937805E0,6.608198285E-1,8.668447413E0
3.936243476E0,2.011190802E-1,-8.609811783E0,6.632141471E-1,8.637659453E0
3.938243209E0,2.130904645E-1,-8.554743767E0,6.464542150E-1,8.581780207E0
3.940242942E0,2.035133541E-1,-8.499675751E0,6.440598965E-1,8.526471644E0
3.942242675E0,1.963305324E-1,-8.480521202E0,6.440598965E-1,8.507208631E0
3.944242408E0,2.035133541E-1,-8.427846909E0,6.249057055E-1,8.453432932E0
3.946242141E0,2.059076279E-1,-8.377567291E0,6.320885420E-1,8.403901927E0
3.948241941E0,2.059076279E-1,-8.334470749E0,6.320885420E-1,8.360941128E0
3.950241674E0,2.035133541E-1,-8.315316200E0,6.296942830E-1,8.341607524E0
3.952241407E0,1.891477108E-1,-8.241093636E0,6.249057055E-1,8.266916493E0
3.954241140E0,1.867534369E-1,-8.193208694E0,6.273000240E-1,8.219309635E0
3.956240873E0,1.915419847E-1,-8.176448822E0,6.249057055E-1,8.202530757E0
3.958240606E0,2.083019018E-1,-8.121379852E0,6.057515144E-1,8.146602684E0
3.960240339E0,2.011190802E-1,-8.066311836E0,6.033572555E-1,8.091345716E0
3.962240072E0,2.011190802E-1,-8.047157288E0,6.081457734E-1,8.072609899E0
3.964239872E0,1.963305324E-1,-7.992089272E0,6.081457734E-1,8.017598012E0
3.966239605E0,1.963305324E-1,-7.934626579E0,5.889915824E-1,7.958879049E0
3.968239338E0,1.939362586E-1,-7.908289909E0,5.985686779E-1,7.933280849E0
3.970239071E0,2.011190802E-1,-7.867587090E0,6.009629965E-1,7.893068606E0
3.972238804E0,2.035133541E-1,-7.836461544E0,5.913859010E-1,7.861379300E0
3.974238537E0,2.011190802E-1,-7.802941799E0,5.985686779E-1,7.828450298E0
3.976238270E0,1.963305324E-1,-7.750267506E0,5.889915824E-1,7.775095059E0
3.978238003E0,1.891477108E-1,-7.707170486E0,6.009629965E-1,7.732878525E0
3.980237803E0,1.843591630E-1,-7.695199013E0,5.961744189E-1,7.720459836E0
3.982237536E0,1.747820675E-1,-7.661679268E0,5.913859010E-1,7.686456613E0
3.984237269E0,1.723877788E-1,-7.630553722E0,6.009629965E-1,7.656123313E0
3.986237002E0,1.771763414E-1,-7.620976925E0,5.913859010E-1,7.645941278E0
3.988236735E0,1.795706153E-1,-7.582668304E0,5.937801600E-1,7.608000992E0
3.990236468E0,1.747820675E-1,-7.561120033E0,6.009629965E-1,7.586978414E0
3.992236201E0,1.819648892E-1,-7.544359684E0,5.913859010E-1,7.569690320E0
3.994235934E0,1.891477108E-1,-7.525205612E0,5.913859010E-1,7.550777023E0
3.996235734E0,1.939362586E-1,-7.498868465E0,5.889915824E-1,7.524463477E0
3.998235467E0,1.843591630E-1,-7.474925995E0,5.961744189E-1,7.500928667E0
4.000235200E0,1.867534369E-1,-7.472531796E0,5.937801600E-1,7.498412043E0
4.002234933E0,1.795706153E-1,-7.443800449E0,5.985686779E-1,7.469986292E0
4.004234666E0,1.771763414E-1,-7.410280704E0,6.057515144E-1,7.437108744E0
4.006234399E0,1.819648892E-1,-7.403097630E0,6.105400920E-1,7.430459268E0
4.008234132E0,1.867534369E-1,-7.381549358E0,6.177229285E-1,7.409705081E0
4.010233932E0,1.795706153E-1,-7.357606411E0,6.081457734E-1,7.384880431E0
4.012233732E0,1.939362586E-1,-7.350423813E0,5.961744189E-1,7.377110914E0
4.014233465E0,1.843591630E-1,-7.333663940E0,5.913859010E-1,7.359779370E0
4.016233198E0,1.795706153E-1,-7.302538395E0,5.889915824E-1,7.328453022E0
4.018232931E0,1.795706153E-1,-7.300143719E0,5.913859010E-1,7.326259701E0
4.020232664E0,1.939362586E-1,-7.285778046E0,6.033572555E-1,7.313290161E0
4.022232397E0,1.795706153E-1,-7.273807049E0,6.033572555E-1,7.300996820E0
4.024232130E0,1.771763414E-1,-7.259441376E0,6.009629965E-1,7.286428279E0
4.026231930E0,1.915419847E-1,-7.235498428E0,6.009629965E-1,7.262938962E0
4.028231663E0,1.867534369E-1,-7.218738556E0,5.913859010E-1,7.245329562E0
4.030231396E0,2.011190802E-1,-7.218738556E0,5.794144869E-1,7.244746812E0
4.032231129E0,2.035133541E-1,-7.209161282E0,5.842030644E-1,7.235655968E0
4.034230862E0,1.939362586E-1,-7.197190285E0,6.009629965E-1,7.224840191E0
4.036230595E0,2.130904645E-1,-7.187613010E0,5.961744189E-1,7.215442625E0
4.038230328E0,2.202732861E-1,-7.197190285E0,5.913859010E-1,7.224804883E0
4.040230061E0,2.059076279E-1,-7.192401409E0,6.009629965E-1,7.220401132E0
4.042229861E0,1.963305324E-1,-7.194795609E0,5.937801600E-1,7.221925256E0
4.044229594E0,1.843591630E-1,-7.197190285E0,5.889915824E-1,7.223603490E0
4.046229327E0,1.963305324E-1,-7.190007210E0,5.794144869E-1,7.215987147E0
4.048229060E0,1.891477108E-1,-7.192401409E0,5.770202279E-1,7.217989140E0
4.050228793E0,1.819648892E-1,-7.199584484E0,5.746259689E-1,7.224771482E0
4.052228526E0,1.795706153E-1,-7.213950157E0,5.818088055E-1,7.239601091E0
4.054228259E0,1.867534369E-1,-7.221132755E0,5.865973234E-1,7.247325820E0
4.056227992E0,1.915419847E-1,-7.228315830E0,5.770202279E-1,7.253839702E0
4.058227792E0,1.963305324E-1,-7.240286827E0,5.674431324E-1,7.265142168E0
4.060227525E0,1.867534369E-1,-7.266623974E0,5.889915824E-1,7.292846626E0
4.062227258E0,1.915419847E-1,-7.276201248E0,5.961744189E-1,7.303096389E0
4.064226991E0,1.963305324E-1,-7.278595448E0,5.961744189E-1,7.305608893E0
4.066226724E0,1.915419847E-1,-7.295355320E0,5.961744189E-1,7.322180107E0
4.068226457E0,2.083019018E-1,-7.319298267E0,5.842030644E-1,7.345529935E0
4.070226190E0,2.130904645E-1,-7.328875065E0,5.913859010E-1,7.355783748E0
4.072225923E0,2.083019018E-1,-7.345634937E0,5.961744189E-1,7.372731261E0
4.074225723E0,2.059076279E-1,-7.364789486E0,5.794144869E-1,7.390415636E0
4.076225456E0,2.059076279E-1,-7.376760483E0,5.818088055E-1,7.402532989E0
4.078225189E0,2.035133541E-1,-7.383943558E0,6.009629965E-1,7.411153532E0
4.080224922E0,1.987248063E-1,-7.398309231E0,6.177229285E-1,7.426712102E0
4.082224655E0,2.035133541E-1,-7.417463303E0,6.225114465E-1,7.446321242E0
4.084224388E0,2.154847383E-1,-7.448588848E0,5.961744189E-1,7.475515597E0
4.086224121E0,2.106961906E-1,-7.489291668E0,6.105400920E-1,7.517089981E0
4.088223921E0,2.083019018E-1,-7.503657341E0,6.129343510E-1,7.531530501E0
4.090223721E0,2.083019018E-1,-7.541965485E0,6.081457734E-1,7.569311351E0
4.092223454E0,2.059076279E-1,-7.553936958E0,6.081457734E-1,7.581174236E0
4.094223187E0,2.130904645E-1,-7.565908432E0,6.033572555E-1,7.592918933E0
4.096222920E0,2.202732861E-1,-7.582668304E0,6.009629965E-1,7.609634384E0
4.098222653E0,2.035133541E-1,-7.613793850E0,6.201171875E-1,7.641715763E0
4.100222386E0,1.963305324E-1,-7.628159523E0,6.296942830E-1,7.656623164E0
4.102222119E0,1.987248063E-1,-7.676044941E0,6.201171875E-1,7.703616216E0
4.104221919E0,1.987248063E-1,-7.697593689E0,6.225114465E-1,7.725280620E0
4.106221652E0,2.035133541E-1,-7.714353561E0,6.153286099E-1,7.741530718E0
4.108221385E0,2.035133541E-1,-7.767027378E0,6.129343510E-1,7.793832209E0
4.110221118E0,1.939362586E-1,-7.807730198E0,6.201171875E-1,7.834718083E0
4.112220851E0,2.035133541E-1,-7.836461544E0,6.225114465E-1,7.863782024E0
4.114220584E0,2.059076279E-1,-7.858009815E0,6.273000240E-1,7.885697276E0
4.116220317E0,2.178790122E-1,-7.913078308E0,6.416656375E-1,7.942040945E0
4.118220050E0,2.106961906E-1,-7.975329399E0,6.536370516E-1,8.004843116E0
4.120219850E0,2.035133541E-1,-7.996877670E0,6.440598965E-1,8.025352535E0
4.122219583E0,2.178790122E-1,-8.039975166E0,6.344828010E-1,8.067914251E0
4.124219316E0,2.106961906E-1,-8.075888634E0,6.464542150E-1,8.104460078E0
4.126219049E0,2.106961906E-1,-8.099831581E0,6.512427330E-1,8.128701103E0
4.128218782E0,2.226675600E-1,-8.157294273E0,6.560313106E-1,8.186660356E0
4.130218515E0,2.106961906E-1,-8.212362289E0,6.560313106E-1,8.241217406E0
4.132218248E0,2.035133541E-1,-8.233911514E0,6.560313106E-1,8.262511337E0
4.134217981E0,2.059076279E-1,-8.293767929E0,6.464542150E-1,8.321471472E0
4.136217781E0,2.202732861E-1,-8.360807419E0,6.584255695E-1,8.389585523E0
4.138217514E0,2.106961906E-1,-8.377567291E0,6.727912426E-1,8.407179947E0
4.140217247E0,2.011190802E-1,-8.430241585E0,6.943396926E-1,8.461177795E0
4.142216980E0,2.106961906E-1,-8.485309601E0,6.943396926E-1,8.516277327E0
4.144216713E0,2.178790122E-1,-8.509252548E0,6.608198285E-1,8.537653837E0
4.146216446E0,2.154847383E-1,-8.557138443E0,6.703969240E-1,8.586063361E0
4.148216179E0,2.178790122E-1,-8.616994858E0,7.015225291E-1,8.648248696E0
4.150215912E0,2.322446555E-1,-8.691217422E0,6.608198285E-1,8.719396809E0
4.152215712E0,2.274561077E-1,-8.705583572E0,6.680026650E-1,8.734137002E0
4.154215445E0,2.178790122E-1,-8.739103317E0,6.943396926E-1,8.769350356E0
4.156215178E0,2.298503816E-1,-8.822902679E0,6.536370516E-1,8.850066908E0
4.158214911E0,2.274561077E-1,-8.854028702E0,6.584255695E-1,8.881389799E0
4.160214644E0,2.178790122E-1,-8.901913643E0,6.991282701E-1,8.931982877E0
4.162214377E0,2.250618339E-1,-8.976136208E0,6.703969240E-1,9.003949471E0
4.164214110E0,2.202732861E-1,-9.000079155E0,6.560313106E-1,9.026645124E0
4.166213910E0,2.106961906E-1,-9.052753448E0,7.134938836E-1,9.083270964E0
4.168213710E0,2.083019018E-1,-9.119792938E0,6.919454336E-1,9.148376982E0
4.170213443E0,2.083019018E-1,-9.143735886E0,6.703969240E-1,9.170644888E0
4.172213176E0,2.346389294E-1,-9.194015503E0,7.087053657E-1,9.224274486E0
4.174212909E0,2.322446555E-1,-9.256266594E0,6.943396926E-1,9.285177244E0
4.176212642E0,2.346389294E-1,-9.289786339E0,6.751855016E-1,9.317245361E0
4.178212375E0,2.274561077E-1,-9.344854355E0,7.134938836E-1,9.374812676E0
4.180212108E0,2.059076279E-1,-9.404711723E0,7.087053657E-1,9.433624110E0
4.182211908E0,2.106961906E-1,-9.438231468E0,6.775797606E-1,9.464867694E0
4.184211708E0,2.154847383E-1,-9.495694160E0,6.967339516E-1,9.523658932E0
4.186211441E0,2.202732861E-1,-9.560338974E0,7.206767201E-1,9.589993564E0
4.188211174E0,2.322446555E-1,-9.644139290E0,6.967339516E-1,9.672062780E0
4.190210907E0,2.298503816E-1,-9.670475960E0,7.230709791E-1,9.700194231E0
4.192210640E0,2.394274771E-1,-9.732727051E0,7.541965842E-1,9.764840698E0
4.194210373E0,2.394274771E-1,-9.811738014E0,6.967339516E-1,9.839358037E0
4.196210106E0,2.370332032E-1,-9.838075638E0,7.134938836E-1,9.866761906E0
4.198209906E0,2.274561077E-1,-9.881172180E0,7.661679387E-1,9.913441040E0
4.200209639E0,2.298503816E-1,-9.972154617E0,7.350423932E-1,1.000184914E1
4.202209372E0,2.250618339E-1,-9.996097565E0,7.302538157E-1,1.002526259E1
4.204209105E0,2.394274771E-1,-1.004398251E1,7.781392932E-1,1.007692467E1
4.206208838E0,2.442160249E-1,-1.012299347E1,7.637736797E-1,1.015470278E1
4.208208571E0,2.322446555E-1,-1.015651417E1,7.518022656E-1,1.018694872E1
4.210208304E0,2.274561077E-1,-1.019482231E1,7.925049663E-1,1.022810845E1
4.212208037E0,2.370332032E-1,-1.026904488E1,7.972934842E-1,1.030267656E1
4.214207837E0,2.370332032E-1,-1.030495834E1,7.853221297E-1,1.033755687E1
4.216207570E0,2.298503816E-1,-1.034805584E1,8.188419938E-1,1.038294722E1
4.218207303E0,2.418217510E-1,-1.041270161E1,8.116591573E-1,1.044708682E1
4.220207036E0,2.466102988E-1,-1.047734642E1,7.877163887E-1,1.050980979E1
4.222206769E0,2.418217510E-1,-1.049889469E1,8.188419938E-1,1.053355447E1
4.224206502E0,2.346389294E-1,-1.057311726E1,8.571503758E-1,1.061039918E1
4.226206235E0,2.394274771E-1,-1.059945488E1,8.020820618E-1,1.063245526E1
4.228205968E0,2.394274771E-1,-1.063776302E1,8.212362528E-1,1.067210179E1
4.230205768E0,2.442160249E-1,-1.069283104E1,8.523618579E-1,1.072952925E1
4.232205534E0,2.513988614E-1,-1.076465988E1,8.116591573E-1,1.079814310E1
4.234205300E0,2.513988614E-1,-1.077663136E1,8.212362528E-1,1.081080079E1
4.236205066E0,2.513988614E-1,-1.081493950E1,8.691217303E-1,1.085271811E1
4.238204832E0,2.609759569E-1,-1.088197899E1,8.332076073E-1,1.091695059E1
4.240204598E0,2.609759569E-1,-1.090113354E1,8.379961848E-1,1.093640976E1
4.242204364E0,2.490045726E-1,-1.095620155E1,8.739103079E-1,1.099381985E1
4.244204130E0,2.561874092E-1,-1.101605797E1,8.691217303E-1,1.105325915E1
4.246203963E0,2.561874092E-1,-1.103521252E1,8.619389534E-1,1.107178784E1
4.248203729E0,2.585816681E-1,-1.109746361E1,8.715160489E-1,1.113463530E1
4.250203495E0,2.633702159E-1,-1.115253162E1,8.834874034E-1,1.119057083E1
4.252203261E0,2.513988614E-1,-1.117647457E1,8.954587579E-1,1.121510729E1
4.254203027E0,2.537931204E-1,-1.123154354E1,8.882759809E-1,1.126947272E1
4.256202793E0,2.657645047E-1,-1.128182316E1,8.906702399E-1,1.132004673E1
4.258202559E0,2.585816681E-1,-1.131055450E1,8.978530765E-1,1.134908136E1
4.260202392E0,2.609759569E-1,-1.135125732E1,9.002473354E-1,1.138989010E1
4.262202225E0,2.537931204E-1,-1.140153694E1,9.098244309E-1,1.144059597E1
4.264201991E0,2.657645047E-1,-1.142547894E1,9.146129489E-1,1.146510866E1
4.266201757E0,2.657645047E-1,-1.147097015E1,9.170072675E-1,1.151063375E1
4.268201523E0,2.657645047E-1,-1.152843285E1,9.074301720E-1,1.156714417E1
4.270201289E0,2.681587934E-1,-1.156195259E1,9.170072675E-1,1.160136023E1
4.272201055E0,2.705530524E-1,-1.157871342E1,9.194015265E-1,1.161830894E1
4.274200821E0,2.729473412E-1,-1.162899303E1,9.194015265E-1,1.166847370E1
4.276200654E0,2.657645047E-1,-1.166490650E1,9.241901040E-1,1.170447785E1
4.278200420E0,2.681587934E-1,-1.169124413E1,9.170072675E-1,1.173021742E1
4.280200186E0,2.705530524E-1,-1.171758080E1,9.122186899E-1,1.175614910E1
4.282199952E0,2.753416002E-1,-1.174152374E1,9.313728809E-1,1.178162333E1
4.284199718E0,2.801301479E-1,-1.176546669E1,9.313728809E-1,1.180559760E1
4.286199484E0,2.753416002E-1,-1.180138016E1,9.409499764E-1,1.184203418E1
4.288199250E0,2.992843390E-1,-1.182771778E1,9.433442950E-1,1.186905125E1
4.290199016E0,3.040728867E-1,-1.184447765E1,9.481328130E-1,1.188625538E1
4.292198816E0,2.849186957E-1,-1.188039207E1,9.313728809E-1,1.192024958E1
4.294198549E0,2.825244367E-1,-1.190672874E1,9.241901040E-1,1.194588368E1
4.296198282E0,2.873129845E-1,-1.191391182E1,9.361614585E-1,1.195408892E1
4.298198015E0,2.777358890E-1,-1.194264317E1,9.409499764E-1,1.198287319E1
4.300197748E0,2.921015322E-1,-1.196179676E1,9.409499764E-1,1.200230361E1
4.302197481E0,2.897072434E-1,-1.196419144E1,9.361614585E-1,1.200425780E1
4.304197214E0,2.873129845E-1,-1.198095131E1,9.433442950E-1,1.202146586E1
4.306196947E0,2.944957912E-1,-1.200489426E1,9.409499764E-1,1.204531447E1
4.308196747E0,2.921015322E-1,-1.201686573E1,9.481328130E-1,1.205775025E1
4.310196480E0,2.873129845E-1,-1.203841400E1,9.481328130E-1,1.207911074E1
4.312196213E0,2.897072434E-1,-1.205996227E1,9.601042271E-1,1.210158752E1
4.314195946E0,2.873129845E-1,-1.207911682E1,9.553156495E-1,1.212024092E1
4.316195679E0,2.921015322E-1,-1.209348202E1,9.553156495E-1,1.213467176E1
4.318195412E0,2.873129845E-1,-1.210545349E1,9.553156495E-1,1.214648842E1
4.320195145E0,2.944957912E-1,-1.212460804E1,9.624984860E-1,1.216631626E1
4.322194878E0,2.944957912E-1,-1.211981869E1,9.601042271E-1,1.216135407E1
4.324194678E0,3.064671755E-1,-1.213418484E1,9.624984860E-1,1.217615568E1
4.326194411E0,2.968900800E-1,-1.215333939E1,9.648927450E-1,1.219519659E1
4.328194144E0,2.944957912E-1,-1.216530991E1,9.601042271E-1,1.220669050E1
4.330193877E0,2.921015322E-1,-1.218925285E1,9.553156495E-1,1.223012005E1
4.332193610E0,2.849186957E-1,-1.219404125E1,9.601042271E-1,1.223509791E1
4.334193343E0,2.801301479E-1,-1.219643593E1,9.553156495E-1,1.223699923E1
4.336193076E0,2.968900800E-1,-1.219404125E1,9.505270720E-1,1.223463475E1
4.338192876E0,2.968900800E-1,-1.219643593E1,9.481328130E-1,1.223683574E1
4.340192676E0,3.016786277E-1,-1.220601273E1,9.481328130E-1,1.224649797E1
4.342192409E0,2.921015322E-1,-1.219643593E1,9.433442950E-1,1.223635040E1
4.344192142E0,2.968900800E-1,-1.220122433E1,9.553156495E-1,1.224216675E1
4.346191875E0,3.040728867E-1,-1.219404125E1,9.409499764E-1,1.223407084E1
4.348191608E0,2.968900800E-1,-1.218206978E1,9.505270720E-1,1.222270304E1
4.350191341E0,2.873129845E-1,-1.220840740E1,9.553156495E-1,1.224909744E1
4.352191074E0,2.944957912E-1,-1.220840740E1,9.481328130E-1,1.224870993E1
4.354190874E0,2.873129845E-1,-1.219883060E1,9.457385540E-1,1.223880870E1
4.356190607E0,2.801301479E-1,-1.217488766E1,9.361614585E-1,1.221403949E1
4.358190340E0,2.873129845E-1,-1.218206978E1,9.241901040E-1,1.222045417E1
4.360190073E0,2.921015322E-1,-1.217967606E1,9.217957854E-1,1.221800064E1
4.362189806E0,2.801301479E-1,-1.214376163E1,9.217957854E-1,1.218191804E1
4.364189539E0,2.897072434E-1,-1.211263657E1,9.170072675E-1,1.215075295E1
4.366189272E0,2.944957912E-1,-1.210784817E1,9.265843630E-1,1.214682154E1
4.368189005E0,2.705530524E-1,-1.209827042E1,9.337671995E-1,1.213726770E1
4.370188805E0,2.777358890E-1,-1.206475067E1,9.265843630E-1,1.210346663E1
4.372188538E0,2.825244367E-1,-1.205517387E1,9.194015265E-1,1.209348322E1
4.374188271E0,2.849186957E-1,-1.203841400E1,9.074301720E-1,1.207592729E1
4.376188004E0,2.849186957E-1,-1.201207638E1,9.026415944E-1,1.204931199E1
4.378187737E0,2.849186957E-1,-1.200489426E1,9.026415944E-1,1.204215208E1
4.380187470E0,2.849186957E-1,-1.198334503E1,8.882759809E-1,1.201959945E1
4.382187203E0,2.705530524E-1,-1.196419144E1,8.810931444E-1,1.199964170E1
4.384186936E0,2.657645047E-1,-1.195221996E1,8.834874034E-1,1.198777472E1
4.386186736E0,2.729473412E-1,-1.194024849E1,8.882759809E-1,1.197635456E1
4.388186469E0,2.777358890E-1,-1.190672874E1,8.906702399E-1,1.194322486E1
4.390186202E0,2.777358890E-1,-1.188278580E1,8.834874034E-1,1.191882064E1
4.392185935E0,2.849186957E-1,-1.186602592E1,8.834874034E-1,1.190228129E1
4.394185668E0,2.944957912E-1,-1.183968925E1,8.715160489E-1,1.187537408E1
4.396185401E0,2.825244367E-1,-1.181814003E1,8.715160489E-1,1.185359836E1
4.398185134E0,2.897072434E-1,-1.179898643E1,8.739103079E-1,1.183485236E1
4.400184867E0,2.825244367E-1,-1.176067829E1,8.547561169E-1,1.179508296E1
4.402184667E0,2.801301479E-1,-1.171758080E1,8.667274714E-1,1.175293109E1
4.404184400E0,2.873129845E-1,-1.169124413E1,8.619389534E-1,1.172649465E1
4.406184133E0,2.897072434E-1,-1.164814663E1,8.739103079E-1,1.168447557E1
4.408183866E0,2.801301479E-1,-1.162420464E1,8.595446348E-1,1.165930630E1
4.410183599E0,2.825244367E-1,-1.160744381E1,8.595446348E-1,1.164265386E1
4.412183332E0,2.849186957E-1,-1.155237579E1,8.619389534E-1,1.158798964E1
4.414183065E0,2.753416002E-1,-1.151167297E1,8.643332124E-1,1.154735899E1
4.416182865E0,2.705530524E-1,-1.149970150E1,8.667274714E-1,1.153549089E1
4.418182665E0,2.657645047E-1,-1.145421028E1,8.643332124E-1,1.148984925E1
4.420182398E0,2.705530524E-1,-1.141350842E1,8.451790214E-1,1.144795619E1
4.422182131E0,2.633702159E-1,-1.139195919E1,8.475732803E-1,1.142648146E1
4.424181864E0,2.537931204E-1,-1.133449650E1,8.643332124E-1,1.137023719E1
4.426181597E0,2.633702159E-1,-1.128421688E1,8.595446348E-1,1.131997047E1
4.428181330E0,2.513988614E-1,-1.126266861E1,8.379961848E-1,1.129659874E1
4.430181063E0,2.513988614E-1,-1.121238899E1,8.403904438E-1,1.124664947E1
4.432180863E0,2.561874092E-1,-1.115253162E1,8.379961848E-1,1.118690445E1
