"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.257146683E0,2.561874092E-1,-1.131773663E1,8.164477348E-1,1.135003882E1
1.259146616E0,2.609759569E-1,-1.134407425E1,8.140534163E-1,1.137623892E1
1.261146616E0,2.585816681E-1,-1.140871906E1,8.356019258E-1,1.144220109E1
1.263146582E0,2.705530524E-1,-1.143984509E1,8.499675393E-1,1.147456750E1
1.265146548E0,2.777358890E-1,-1.146378803E1,8.499675393E-1,1.149860940E1
1.267146514E0,2.705530524E-1,-1.152364445E1,8.571503758E-1,1.155864556E1
1.269146480E0,2.681587934E-1,-1.158589554E1,8.571503758E-1,1.162065365E1
1.271146446E0,2.729473412E-1,-1.161702156E1,8.427847624E-1,1.165075003E1
1.273146412E0,2.801301479E-1,-1.163378143E1,8.332076073E-1,1.166694383E1
1.275146378E0,2.633702159E-1,-1.169124413E1,8.571503758E-1,1.172558143E1
1.277146378E0,2.609759569E-1,-1.173912907E1,8.691217303E-1,1.177415102E1
1.279146344E0,2.609759569E-1,-1.176546669E1,8.739103079E-1,1.180076413E1
1.281146310E0,2.561874092E-1,-1.180377483E1,8.763045669E-1,1.183903045E1
1.283146276E0,2.537931204E-1,-1.186363125E1,8.715160489E-1,1.189830650E1
1.285146242E0,2.537931204E-1,-1.188039207E1,8.786988258E-1,1.191554608E1
1.287146208E0,2.585816681E-1,-1.188996887E1,8.882759809E-1,1.192590703E1
1.289146174E0,2.609759569E-1,-1.191630554E1,8.882759809E-1,1.195221655E1
1.291146140E0,2.585816681E-1,-1.194743156E1,8.978530765E-1,1.198391111E1
1.293146073E0,2.681587934E-1,-1.196897984E1,9.074301720E-1,1.200632404E1
1.295146006E0,2.681587934E-1,-1.196897984E1,9.074301720E-1,1.200632404E1
1.297145906E0,2.753416002E-1,-1.199052811E1,9.074301720E-1,1.202796769E1
1.299145839E0,2.657645047E-1,-1.201207638E1,9.098244309E-1,1.204941452E1
1.301145772E0,2.657645047E-1,-1.200249958E1,9.122186899E-1,1.204004858E1
1.303145705E0,2.657645047E-1,-1.200249958E1,9.170072675E-1,1.204041234E1
1.305145638E0,2.753416002E-1,-1.203841400E1,9.265843630E-1,1.207715957E1
1.307145571E0,2.825244367E-1,-1.205996227E1,9.313728809E-1,1.209917210E1
1.309145504E0,2.753416002E-1,-1.207911682E1,9.313728809E-1,1.211809934E1
1.311145370E0,2.729473412E-1,-1.208869362E1,9.385557175E-1,1.212814497E1
1.313145236E0,2.801301479E-1,-1.211024189E1,9.385557175E-1,1.214978676E1
1.315145102E0,2.705530524E-1,-1.213418484E1,9.217957854E-1,1.217215462E1
1.317144968E0,2.633702159E-1,-1.216052151E1,9.217957854E-1,1.219825212E1
1.319144834E0,2.705530524E-1,-1.219164753E1,9.170072675E-1,1.222907890E1
1.321144700E0,2.705530524E-1,-1.221798420E1,9.457385540E-1,1.225751844E1
1.323144600E0,2.705530524E-1,-1.223713875E1,9.529213905E-1,1.227716673E1
1.325144500E0,2.777358890E-1,-1.225389862E1,9.648927450E-1,1.229496591E1
1.327144333E0,2.753416002E-1,-1.226587009E1,9.768640995E-1,1.230778801E1
1.329144166E0,2.705530524E-1,-1.226826382E1,9.720755816E-1,1.230968834E1
1.331143999E0,2.561874092E-1,-1.228502369E1,9.744698405E-1,1.232627399E1
1.333143832E0,2.681587934E-1,-1.229220676E1,9.960182905E-1,1.233540874E1
1.335143665E0,2.705530524E-1,-1.229460144E1,9.984126091E-1,1.233804082E1
1.337143498E0,2.705530524E-1,-1.228981304E1,9.984126091E-1,1.233326929E1
1.339143364E0,2.777358890E-1,-1.228981304E1,1.000806928E0,1.233362300E1
1.341143230E0,2.897072434E-1,-1.228981304E1,9.816526771E-1,1.233235893E1
1.343143030E0,2.897072434E-1,-1.227544689E1,9.840469360E-1,1.231823344E1
1.345142830E0,2.801301479E-1,-1.226347542E1,9.984126091E-1,1.230723893E1
1.347142630E0,2.801301479E-1,-1.226826382E1,1.010383964E0,1.231298687E1
1.349142430E0,2.897072434E-1,-1.226347542E1,1.007989645E0,1.230824125E1
1.351142230E0,2.921015322E-1,-1.224911022E1,1.015172482E0,1.229457603E1
1.353142030E0,2.873129845E-1,-1.225150394E1,1.022355318E0,1.229744315E1
1.355141830E0,2.897072434E-1,-1.224432182E1,1.017566800E0,1.228994668E1
1.357141596E0,2.921015322E-1,-1.221319580E1,1.024749637E0,1.225959162E1
1.359141329E0,2.825244367E-1,-1.220122433E1,1.017566800E0,1.224684193E1
1.361141062E0,2.753416002E-1,-1.219883060E1,1.031932473E0,1.224549573E1
1.363140795E0,2.705530524E-1,-1.218925285E1,1.031932473E0,1.223584769E1
1.365140528E0,2.849186957E-1,-1.214855003E1,1.031932473E0,1.219562754E1
1.367140261E0,2.801301479E-1,-1.213418484E1,1.027143836E0,1.218080207E1
1.369139994E0,2.897072434E-1,-1.210545349E1,1.024749637E0,1.215220335E1
1.371139794E0,2.777358890E-1,-1.207193375E1,1.019961119E0,1.211812866E1
1.373139527E0,2.777358890E-1,-1.205996227E1,1.022355318E0,1.210640482E1
1.375139260E0,2.801301479E-1,-1.205756760E1,1.019961119E0,1.210387252E1
1.377138993E0,2.753416002E-1,-1.204559612E1,1.022355318E0,1.209203909E1
1.379138726E0,2.753416002E-1,-1.203362560E1,1.024749637E0,1.208031746E1
1.381138459E0,2.777358890E-1,-1.199292278E1,1.027143836E0,1.204003150E1
1.383138192E0,2.825244367E-1,-1.195700836E1,1.027143836E0,1.200436977E1
1.385137925E0,2.921015322E-1,-1.194982529E1,1.015172482E0,1.199642542E1
1.387137725E0,2.968900800E-1,-1.191870022E1,9.984126091E-1,1.196412915E1
1.389137458E0,2.873129845E-1,-1.189715195E1,9.840469360E-1,1.194123618E1
1.391137191E0,2.944957912E-1,-1.186123753E1,9.840469360E-1,1.190563026E1
1.393136924E0,3.064671755E-1,-1.185405445E1,9.768640995E-1,1.189818442E1
1.395136657E0,3.136500120E-1,-1.184447765E1,9.648927450E-1,1.188785284E1
1.397136390E0,3.136500120E-1,-1.180616951E1,9.816526771E-1,1.185106142E1
1.399136123E0,3.016786277E-1,-1.178701496E1,9.840469360E-1,1.183186714E1
1.401135856E0,2.825244367E-1,-1.176307201E1,9.577099085E-1,1.180537554E1
1.403135656E0,2.968900800E-1,-1.172236919E1,9.313728809E-1,1.176305822E1
1.405135389E0,2.921015322E-1,-1.171039772E1,9.385557175E-1,1.175157968E1
1.407135122E0,2.968900800E-1,-1.167448425E1,9.313728809E-1,1.171533959E1
1.409134855E0,2.992843390E-1,-1.163617516E1,9.265843630E-1,1.167684469E1
1.411134588E0,2.992843390E-1,-1.161462688E1,9.289786220E-1,1.165556219E1
1.413134321E0,2.825244367E-1,-1.156913567E1,9.098244309E-1,1.160829447E1
1.415134054E0,2.801301479E-1,-1.153561592E1,9.050358534E-1,1.157445452E1
1.417133854E0,2.825244367E-1,-1.150927925E1,8.978530765E-1,1.154770406E1
1.419133654E0,2.873129845E-1,-1.146378803E1,8.978530765E-1,1.150248343E1
1.421133387E0,2.825244367E-1,-1.141350842E1,8.882759809E-1,1.145150770E1
1.423133120E0,2.753416002E-1,-1.137280560E1,8.810931444E-1,1.141020794E1
1.425132853E0,2.849186957E-1,-1.133210278E1,8.763045669E-1,1.136950490E1
1.427132586E0,2.777358890E-1,-1.127703476E1,8.643332124E-1,1.131351944E1
1.429132319E0,2.849186957E-1,-1.122196579E1,8.427847624E-1,1.125717465E1
1.431132052E0,2.897072434E-1,-1.120520592E1,8.308133483E-1,1.123969843E1
1.433131852E0,2.753416002E-1,-1.115013790E1,8.332076073E-1,1.118461547E1
1.435131585E0,2.705530524E-1,-1.108788681E1,8.308133483E-1,1.112226073E1
1.437131318E0,2.729473412E-1,-1.106154919E1,8.236305118E-1,1.109552783E1
1.439131051E0,2.609759569E-1,-1.099211597E1,8.260248303E-1,1.102619785E1
1.441130784E0,2.561874092E-1,-1.093944168E1,8.284190893E-1,1.097375480E1
1.443130517E0,2.633702159E-1,-1.091071033E1,8.212362528E-1,1.094474270E1
1.445130250E0,2.609759569E-1,-1.085803604E1,8.092648983E-1,1.089127930E1
1.447129983E0,2.633702159E-1,-1.081015110E1,8.020820618E-1,1.084306536E1
1.449129783E0,2.609759569E-1,-1.078141975E1,8.020820618E-1,1.081436341E1
1.451129516E0,2.466102988E-1,-1.074311066E1,7.972934842E-1,1.077547772E1
1.453129249E0,2.585816681E-1,-1.070719719E1,8.020820618E-1,1.074031060E1
1.455128982E0,2.561874092E-1,-1.067846584E1,8.068706393E-1,1.071197017E1
1.457128715E0,2.490045726E-1,-1.061142635E1,7.925049663E-1,1.064389199E1
1.459128448E0,2.585816681E-1,-1.054678059E1,7.901107073E-1,1.057949527E1
1.461128181E0,2.585816681E-1,-1.051804924E1,7.925049663E-1,1.055103258E1
1.463127914E0,2.585816681E-1,-1.046537495E1,7.781392932E-1,1.049744912E1
1.465127714E0,2.633702159E-1,-1.041749001E1,7.661679387E-1,1.044894613E1
1.467127447E0,2.490045726E-1,-1.038636398E1,7.637736797E-1,1.041738500E1
1.469127180E0,2.490045726E-1,-1.032411289E1,7.637736797E-1,1.035532040E1
1.471126913E0,2.537931204E-1,-1.027622795E1,7.589851022E-1,1.030734351E1
1.473126646E0,2.418217510E-1,-1.021397591E1,7.541965842E-1,1.024463733E1
1.475126379E0,2.418217510E-1,-1.018524456E1,7.518022656E-1,1.021581574E1
1.477126112E0,2.322446555E-1,-1.013017654E1,7.350423932E-1,1.015946365E1
1.479125845E0,2.418217510E-1,-1.005595398E1,7.398309112E-1,1.008603182E1
1.481125645E0,2.513988614E-1,-1.001764584E1,7.398309112E-1,1.004807341E1
1.483125378E0,2.466102988E-1,-9.953000069E0,7.350423932E-1,9.983151523E0
1.485125111E0,2.346389294E-1,-9.895537376E0,7.206767201E-1,9.924519652E0
1.487124844E0,2.322446555E-1,-9.859623909E0,7.087053657E-1,9.887789667E0
1.489124577E0,2.394274771E-1,-9.790189743E0,7.134938836E-1,9.819074001E0
1.491124310E0,2.346389294E-1,-9.737515450E0,7.278595567E-1,9.767499275E0
1.493124043E0,2.274561077E-1,-9.703995705E0,7.206767201E-1,9.733377823E0
1.495123843E0,2.298503816E-1,-9.639349937E0,7.039167881E-1,9.667750372E0
1.497123643E0,2.298503816E-1,-9.569916725E0,7.039167881E-1,9.598522603E0
1.499123376E0,2.322446555E-1,-9.536396980E0,7.015225291E-1,9.564985039E0
1.501123109E0,2.322446555E-1,-9.452596664E0,6.943396926E-1,9.480908653E0
1.503122842E0,2.370332032E-1,-9.387951851E0,6.871568561E-1,9.416050618E0
1.505122608E0,2.178790122E-1,-9.354432106E0,6.919454336E-1,9.382518839E0
1.507122341E0,2.178790122E-1,-9.296969414E0,6.823683381E-1,9.324523478E0
1.509122074E0,2.106961906E-1,-9.239506721E0,6.823683381E-1,9.267065549E0
1.511121874E0,2.250618339E-1,-9.165284157E0,6.847625971E-1,9.193583976E0
1.513121607E0,2.226675600E-1,-9.138946533E0,6.823683381E-1,9.167090658E0
1.515121340E0,2.250618339E-1,-9.086273193E0,6.895511150E-1,9.115179324E0
1.517121073E0,2.346389294E-1,-9.024022102E0,6.775797606E-1,9.052466220E0
1.519120806E0,2.298503816E-1,-8.992896080E0,6.823683381E-1,9.021675989E0
1.521120539E0,2.226675600E-1,-8.945011139E0,6.751855016E-1,8.973220190E0
1.523120272E0,2.226675600E-1,-8.889942169E0,6.584255695E-1,8.917072213E0
1.525120005E0,2.106961906E-1,-8.856422424E0,6.584255695E-1,8.883362836E0
1.527119805E0,2.202732861E-1,-8.803748131E0,6.560313106E-1,8.830904741E0
1.529119538E0,2.154847383E-1,-8.748680115E0,6.632141471E-1,8.776428113E0
1.531119271E0,2.154847383E-1,-8.729525566E0,6.560313106E-1,8.756793212E0
1.533119004E0,2.059076279E-1,-8.676852226E0,6.751855016E-1,8.705517674E0
1.535118737E0,2.035133541E-1,-8.621783257E0,6.943396926E-1,8.652090604E0
1.537118470E0,2.035133541E-1,-8.605023384E0,6.895511150E-1,8.635005841E0
1.539118203E0,2.106961906E-1,-8.552350044E0,6.751855016E-1,8.581547624E0
1.541117936E0,2.035133541E-1,-8.487704277E0,6.680026650E-1,8.516382397E0
1.543117736E0,2.035133541E-1,-8.451789856E0,6.703969240E-1,8.480778354E0
1.545117469E0,2.154847383E-1,-8.384750366E0,6.823683381E-1,8.415230177E0
1.547117202E0,2.059076279E-1,-8.339259148E0,6.799740195E-1,8.369468666E0
1.549116935E0,2.059076279E-1,-8.298556328E0,6.656084061E-1,8.327752976E0
1.551116668E0,2.011190802E-1,-8.265036583E0,6.680026650E-1,8.294426211E0
1.553116401E0,1.963305324E-1,-8.205180168E0,6.799740195E-1,8.235647633E0
1.555116134E0,1.939362586E-1,-8.164477348E0,6.703969240E-1,8.194250038E0
1.557115867E0,1.963305324E-1,-8.140534401E0,6.727912426E-1,8.170648326E0
1.559115667E0,2.011190802E-1,-8.092648506E0,6.751855016E-1,8.123255763E0
1.561115400E0,2.011190802E-1,-8.028003693E0,6.823683381E-1,8.059461441E0
1.563115133E0,2.059076279E-1,-8.001666069E0,6.871568561E-1,8.033756430E0
1.565114833E0,1.987248063E-1,-7.953781128E0,7.015225291E-1,7.987130877E0
1.567114566E0,1.867534369E-1,-7.886741161E0,6.919454336E-1,7.919239324E0
1.569114299E0,1.867534369E-1,-7.862798691E0,6.847625971E-1,7.894769149E0
1.571114032E0,1.939362586E-1,-7.812518597E0,6.823683381E-1,7.844659626E0
1.573113832E0,1.963305324E-1,-7.759844780E0,6.799740195E-1,7.792053731E0
1.575113632E0,1.939362586E-1,-7.743084908E0,6.799740195E-1,7.775303198E0
1.577113365E0,1.915419847E-1,-7.707170486E0,6.727912426E-1,7.738850903E0
1.579113098E0,1.891477108E-1,-7.683228016E0,6.608198285E-1,7.713912914E0
1.581112831E0,2.011190802E-1,-7.659285069E0,6.632141471E-1,7.690575378E0
1.583112564E0,2.035133541E-1,-7.623371124E0,6.727912426E-1,7.655707220E0
1.585112297E0,1.891477108E-1,-7.585062504E0,6.727912426E-1,7.617190959E0
1.587112030E0,1.867534369E-1,-7.565908432E0,6.703969240E-1,7.597847016E0
1.589111830E0,1.939362586E-1,-7.556331158E0,6.775797606E-1,7.589128156E0
1.591111630E0,1.963305324E-1,-7.527599812E0,6.775797606E-1,7.560583240E0
1.593111363E0,2.083019018E-1,-7.484503269E0,6.751855016E-1,7.517782541E0
1.595111096E0,2.130904645E-1,-7.470137596E0,6.680026650E-1,7.502972132E0
1.597110829E0,2.106961906E-1,-7.443800449E0,6.608198285E-1,7.476044466E0
1.599110562E0,1.987248063E-1,-7.436617374E0,6.656084061E-1,7.468989495E0
1.601110295E0,2.106961906E-1,-7.419857502E0,6.560313106E-1,7.451782023E0
1.603110028E0,2.083019018E-1,-7.388731956E0,6.608198285E-1,7.421147651E0
1.605109828E0,2.083019018E-1,-7.362394810E0,6.656084061E-1,7.395355405E0
1.607109561E0,2.059076279E-1,-7.352818012E0,6.584255695E-1,7.385110351E0
1.609109294E0,1.891477108E-1,-7.321692467E0,6.536370516E-1,7.353244102E0
1.611109027E0,1.867534369E-1,-7.309720993E0,6.536370516E-1,7.341262782E0
1.613108760E0,1.939362586E-1,-7.307326794E0,6.608198285E-1,7.339708372E0
1.615108493E0,2.011190802E-1,-7.271412373E0,6.536370516E-1,7.303501090E0
1.617108226E0,2.011190802E-1,-7.247469902E0,6.536370516E-1,7.279664159E0
1.619107959E0,2.059076279E-1,-7.240286827E0,6.392713785E-1,7.271369829E0
1.621107759E0,1.987248063E-1,-7.223526955E0,6.440598965E-1,7.254904987E0
1.623107492E0,2.083019018E-1,-7.213950157E0,6.488484740E-1,7.246065891E0
1.625107225E0,2.106961906E-1,-7.213950157E0,6.392713785E-1,7.245283821E0
1.627106958E0,2.130904645E-1,-7.206767082E0,6.296942830E-1,7.237362380E0
1.629106691E0,2.059076279E-1,-7.178035736E0,6.392713785E-1,7.209387136E0
1.631106424E0,2.035133541E-1,-7.173247337E0,6.344828010E-1,7.204128224E0
1.633106157E0,2.059076279E-1,-7.173247337E0,6.201171875E-1,7.202945275E0
1.635105890E0,2.083019018E-1,-7.151699066E0,6.081457734E-1,7.180531352E0
1.637105690E0,2.059076279E-1,-7.146910191E0,6.105400920E-1,7.175895932E0
1.639105423E0,2.154847383E-1,-7.132544518E0,6.105400920E-1,7.161870159E0
1.641105156E0,2.130904645E-1,-7.134938717E0,6.296942830E-1,7.165840699E0
1.643104889E0,1.939362586E-1,-7.134938717E0,6.105400920E-1,7.163638808E0
1.645104622E0,1.867534369E-1,-7.144515991E0,6.009629965E-1,7.172178338E0
1.647104355E0,1.915419847E-1,-7.139727592E0,5.818088055E-1,7.165954222E0
1.649104088E0,2.130904645E-1,-7.139727592E0,5.961744189E-1,7.167743130E0
1.651103821E0,2.059076279E-1,-7.149304390E0,5.985686779E-1,7.177272161E0
1.653103621E0,2.083019018E-1,-7.158881664E0,5.889915824E-1,7.186089858E0
1.655103354E0,1.891477108E-1,-7.185218811E0,6.057515144E-1,7.213188000E0
1.657103087E0,1.939362586E-1,-7.190007210E0,5.937801600E-1,7.217090122E0
1.659102820E0,1.795706153E-1,-7.194795609E0,5.889915824E-1,7.221096907E0
1.661102553E0,1.939362586E-1,-7.221132755E0,5.913859010E-1,7.247903616E0
1.663102286E0,1.963305324E-1,-7.225921154E0,5.937801600E-1,7.252934377E0
1.665102019E0,1.867534369E-1,-7.242681503E0,5.913859010E-1,7.269184926E0
1.667101819E0,1.867534369E-1,-7.261835575E0,5.770202279E-1,7.287117750E0
1.669101619E0,2.011190802E-1,-7.285778046E0,5.985686779E-1,7.313090665E0
1.671101385E0,1.987248063E-1,-7.297749519E0,5.961744189E-1,7.324756892E0
1.673101151E0,2.035133541E-1,-7.304932594E0,5.842030644E-1,7.331081169E0
1.675100917E0,2.059076279E-1,-7.345634937E0,5.889915824E-1,7.372086656E0
1.677100683E0,2.083019018E-1,-7.352818012E0,5.937801600E-1,7.379694931E0
1.679100449E0,2.011190802E-1,-7.369577885E0,5.842030644E-1,7.395432395E0
1.681100215E0,1.963305324E-1,-7.391126156E0,5.889915824E-1,7.417155965E0
1.683100048E0,1.915419847E-1,-7.400703430E0,5.937801600E-1,7.426955936E0
1.685099814E0,1.939362586E-1,-7.412674904E0,5.865973234E-1,7.438377304E0
1.687099580E0,2.011190802E-1,-7.450983047E0,5.818088055E-1,7.476369356E0
1.689099346E0,1.987248063E-1,-7.467742920E0,5.818088055E-1,7.493008565E0
1.691099112E0,1.987248063E-1,-7.498868465E0,5.842030644E-1,7.524215111E0
1.693098878E0,2.011190802E-1,-7.544359684E0,5.770202279E-1,7.569066275E0
1.695098644E0,1.915419847E-1,-7.551542759E0,5.698373914E-1,7.575434049E0
1.697098410E0,1.915419847E-1,-7.589851379E0,5.602602959E-1,7.612911657E0
1.699098243E0,1.939362586E-1,-7.611399651E0,5.818088055E-1,7.636066880E0
1.701098009E0,1.867534369E-1,-7.630553722E0,5.842030644E-1,7.655162975E0
1.703097775E0,1.963305324E-1,-7.642525196E0,5.842030644E-1,7.667335278E0
1.705097541E0,2.083019018E-1,-7.683228016E0,5.746259689E-1,7.707501374E0
1.707097307E0,1.987248063E-1,-7.702382088E0,5.674431324E-1,7.725812131E0
1.709097073E0,2.011190802E-1,-7.750267506E0,5.794144869E-1,7.774497826E0
1.711096839E0,2.035133541E-1,-7.793364525E0,5.626545548E-1,7.816298897E0
1.713096605E0,2.035133541E-1,-7.822095871E0,5.674431324E-1,7.845291149E0
1.715096438E0,2.035133541E-1,-7.850827217E0,5.770202279E-1,7.874633834E0
1.717096204E0,1.963305324E-1,-7.903501034E0,5.794144869E-1,7.927142954E0
1.719095970E0,2.011190802E-1,-7.951386452E0,5.913859010E-1,7.975884445E0
1.721095736E0,2.011190802E-1,-7.982511997E0,5.961744189E-1,8.007269860E0
1.723095502E0,2.035133541E-1,-8.032792091E0,5.794144869E-1,8.056232843E0
1.725095268E0,2.059076279E-1,-8.078283310E0,5.889915824E-1,8.102343505E0
1.727095034E0,2.059076279E-1,-8.111803055E0,5.842030644E-1,8.135418857E0
1.729094800E0,2.059076279E-1,-8.169265747E0,5.865973234E-1,8.192886989E0
1.731094600E0,2.011190802E-1,-8.214756966E0,5.889915824E-1,8.238300308E0
1.733094333E0,2.083019018E-1,-8.248276711E0,5.818088055E-1,8.271394070E0
1.735094066E0,2.250618339E-1,-8.303344727E0,5.961744189E-1,8.327761429E0
1.737093799E0,2.035133541E-1,-8.344047546E0,6.081457734E-1,8.368655114E0
1.739093532E0,1.963305324E-1,-8.379961967E0,6.033572555E-1,8.403948372E0
1.741093265E0,2.083019018E-1,-8.447001457E0,5.865973234E-1,8.469906713E0
1.743092998E0,2.106961906E-1,-8.497281075E0,5.889915824E-1,8.520275208E0
1.745092798E0,2.130904645E-1,-8.526012421E0,5.913859010E-1,8.549153913E0
1.747092598E0,2.106961906E-1,-8.576292038E0,6.105400920E-1,8.600577725E0
1.749092331E0,1.987248063E-1,-8.633754730E0,6.105400920E-1,8.657596173E0
1.751092064E0,2.130904645E-1,-8.691217422E0,6.105400920E-1,8.715241077E0
1.753091797E0,2.154847383E-1,-8.717555046E0,6.105400920E-1,8.741565012E0
1.755091530E0,2.059076279E-1,-8.786988258E0,6.153286099E-1,8.810913114E0
1.757091263E0,2.059076279E-1,-8.837267876E0,6.273000240E-1,8.861896342E0
1.759090996E0,2.106961906E-1,-8.865999222E0,6.201171875E-1,8.890156377E0
1.761090796E0,2.106961906E-1,-8.923461914E0,6.320885420E-1,8.948301590E0
1.763090529E0,2.202732861E-1,-8.978530884E0,6.488484740E-1,9.004639998E0
1.765090262E0,2.178790122E-1,-8.997684479E0,6.584255695E-1,9.024373744E0
1.767089995E0,2.154847383E-1,-9.043175697E0,6.488484740E-1,9.068983665E0
1.769089728E0,2.059076279E-1,-9.105426788E0,6.488484740E-1,9.130837820E0
1.771089461E0,2.059076279E-1,-9.129369736E0,6.632141471E-1,9.155743702E0
1.773089194E0,2.202732861E-1,-9.184437752E0,6.703969240E-1,9.211506347E0
1.775088927E0,2.202732861E-1,-9.241900444E0,6.895511150E-1,9.270206302E0
1.777088727E0,2.250618339E-1,-9.263449669E0,6.967339516E-1,9.292340437E0
1.779088460E0,2.370332032E-1,-9.344854355E0,7.158881426E-1,9.375232450E0
1.781088193E0,2.322446555E-1,-9.423865318E0,7.087053657E-1,9.453329488E0
1.783087926E0,2.298503816E-1,-9.459779739E0,7.087053657E-1,9.489074097E0
1.785087659E0,2.346389294E-1,-9.529213905E0,7.278595567E-1,9.559851077E0
1.787087392E0,2.322446555E-1,-9.598648071E0,7.278595567E-1,9.629006278E0
1.789087125E0,2.370332032E-1,-9.653716087E0,7.494080067E-1,9.685661123E0
1.791086858E0,2.322446555E-1,-9.687235832E0,7.518022656E-1,9.719139998E0
1.793086658E0,2.250618339E-1,-9.756669998E0,7.637736797E-1,9.789106829E0
1.795086391E0,2.346389294E-1,-9.814132690E0,7.733507752E-1,9.847351284E0
1.797086124E0,2.322446555E-1,-9.864412308E0,7.757450342E-1,9.897593047E0
1.799085857E0,2.250618339E-1,-9.931451797E0,7.781392932E-1,9.964431163E0
1.801085590E0,2.322446555E-1,-9.993702888E0,7.853221297E-1,1.002720130E1
1.803085323E0,2.466102988E-1,-1.001764584E1,7.877163887E-1,1.005159400E1
1.805085056E0,2.346389294E-1,-1.008708000E1,8.020820618E-1,1.012163890E1
1.807084789E0,2.250618339E-1,-1.015890789E1,8.164477348E-1,1.019414779E1
1.809084589E0,2.298503816E-1,-1.019242764E1,8.092648983E-1,1.022708766E1
1.811084322E0,2.322446555E-1,-1.024031353E1,8.212362528E-1,1.027581567E1
1.813084055E0,2.370332032E-1,-1.028341007E1,8.427847624E-1,1.032061014E1
1.815083788E0,2.418217510E-1,-1.030974770E1,8.427847624E-1,1.034696388E1
1.817083521E0,2.322446555E-1,-1.037439251E1,8.356019258E-1,1.041058058E1
1.819083254E0,2.442160249E-1,-1.044143200E1,8.571503758E-1,1.047940124E1
1.821082987E0,2.537931204E-1,-1.047255802E1,8.619389534E-1,1.051103331E1
1.823082787E0,2.442160249E-1,-1.054199219E1,8.667274714E-1,1.058038077E1
1.825082587E0,2.513988614E-1,-1.059945488E1,8.619389534E-1,1.063741434E1
1.827082320E0,2.513988614E-1,-1.062579155E1,8.667274714E-1,1.066404538E1
1.829082053E0,2.537931204E-1,-1.067607117E1,8.739103079E-1,1.071478538E1
1.831081786E0,2.442160249E-1,-1.071916866E1,8.834874034E-1,1.075828835E1
1.833081519E0,2.513988614E-1,-1.075029373E1,8.978530765E-1,1.079065136E1
1.835081252E0,2.490045726E-1,-1.077902508E1,9.050358534E-1,1.081981861E1
1.837080985E0,2.490045726E-1,-1.084127617E1,9.122186899E-1,1.088243609E1
1.839080785E0,2.561874092E-1,-1.090352726E1,9.098244309E-1,1.094441955E1
1.841080585E0,2.561874092E-1,-1.092507553E1,9.122186899E-1,1.096608637E1
1.843080318E0,2.466102988E-1,-1.098253822E1,9.241901040E-1,1.102411401E1
1.845080051E0,2.346389294E-1,-1.103281784E1,9.289786220E-1,1.107434541E1
1.847079784E0,2.418217510E-1,-1.104718399E1,9.361614585E-1,1.108941613E1
1.849079517E0,2.537931204E-1,-1.110225201E1,9.481328130E-1,1.114555366E1
1.851079250E0,2.466102988E-1,-1.116450310E1,9.457385540E-1,1.120720159E1
1.853078983E0,2.537931204E-1,-1.119562912E1,9.505270720E-1,1.123877324E1
1.855078783E0,2.633702159E-1,-1.125788021E1,9.385557175E-1,1.130000520E1
1.857078516E0,2.633702159E-1,-1.130815983E1,9.457385540E-1,1.135069443E1
1.859078249E0,2.609759569E-1,-1.132731438E1,9.505270720E-1,1.137012142E1
1.861077982E0,2.657645047E-1,-1.138477707E1,9.696813226E-1,1.142908840E1
1.863077715E0,2.633702159E-1,-1.144942188E1,9.768640995E-1,1.149403710E1
1.865077448E0,2.729473412E-1,-1.147336483E1,9.768640995E-1,1.151811027E1
1.867077181E0,2.705530524E-1,-1.150927925E1,9.624984860E-1,1.155262356E1
1.869076914E0,2.681587934E-1,-1.154519272E1,9.601042271E-1,1.158814844E1
1.871076714E0,2.753416002E-1,-1.160026169E1,9.624984860E-1,1.164337956E1
1.873076447E0,2.705530524E-1,-1.161941528E1,9.624984860E-1,1.166235027E1
1.875076180E0,2.777358890E-1,-1.165772438E1,9.696813226E-1,1.170128014E1
1.877075913E0,2.825244367E-1,-1.169363785E1,9.672870040E-1,1.173697705E1
1.879075646E0,2.777358890E-1,-1.171039772E1,9.744698405E-1,1.175415431E1
1.881075379E0,2.777358890E-1,-1.175588894E1,9.648927450E-1,1.179868976E1
1.883075112E0,2.873129845E-1,-1.179659176E1,9.672870040E-1,1.183966934E1
1.885074845E0,2.825244367E-1,-1.180377483E1,9.816526771E-1,1.184789274E1
1.887074645E0,2.729473412E-1,-1.182771778E1,9.720755816E-1,1.187073456E1
1.889074378E0,2.729473412E-1,-1.185884285E1,9.648927450E-1,1.190116263E1
1.891074111E0,2.801301479E-1,-1.187320900E1,9.601042271E-1,1.191525765E1
1.893073844E0,2.849186957E-1,-1.190672874E1,9.577099085E-1,1.194858052E1
1.895073577E0,2.825244367E-1,-1.191870022E1,9.553156495E-1,1.196026183E1
1.897073310E0,2.849186957E-1,-1.193546009E1,9.577099085E-1,1.197721147E1
1.899073043E0,2.944957912E-1,-1.197376823E1,9.744698405E-1,1.201696488E1
1.901072776E0,2.968900800E-1,-1.199771118E1,9.577099085E-1,1.203953594E1
1.903072576E0,2.968900800E-1,-1.200728798E1,9.648927450E-1,1.204965254E1
